id,p
0,0.000003
1,0.000001
2,0.000003
3,0.000001
4,0.000000
5,0.000000
6,0.000001
7,0.000035
8,0.000003
9,0.000002
10,0.000001
11,0.000398
12,0.000002
13,0.000001
14,0.000001
15,0.000001
16,0.000001
17,0.000000
18,0.000001
19,0.000007
20,0.000000
21,0.000002
22,0.000000
23,0.000001
24,0.000001
25,0.000001
26,0.000001
27,0.000000
28,0.000000
29,0.000001
30,0.000001
31,0.000000
32,0.000002
33,0.000001
34,0.000000
35,0.000001
36,0.000000
37,0.000081
38,0.000016
39,0.000002
40,0.000001
41,0.000068
42,0.000001
43,0.000001
44,0.000001
45,0.000001
46,0.000000
47,0.000000
48,0.000000
49,0.000001
50,0.000002
51,0.000016
52,0.000001
53,0.000000
54,0.000007
55,0.000001
56,0.000003
57,0.000016
58,0.000000
59,0.000000
60,0.000001
61,0.000001
62,0.000112
63,0.000001
64,0.000001
65,0.000000
66,0.000003
67,0.000001
68,0.000001
69,0.000001
70,0.000002
71,0.000001
72,0.000001
73,0.000000
74,0.000000
75,0.000026
76,0.000001
77,0.000001
78,0.000001
79,0.000001
80,0.000001
81,0.000001
82,0.000001
83,0.000000
84,0.000000
85,0.000001
86,0.000003
87,0.000000
88,0.000001
89,0.000000
90,0.000001
91,0.000001
92,0.000001
93,0.000000
94,0.000001
95,0.000001
96,0.000003
97,0.000001
98,0.000001
99,0.000001
