attribute,value
pressureInd,"(-inf, 36.36041025584155>"
pressureInd,"(36.36041025584155, 37.87238309671105>"
pressureInd,"(37.87238309671105, 61.288062354156494>"
pressureInd,"(61.288062354156494, 64.9101808929815>"
pressureInd,"(64.9101808929815, 67.89183941698624>"
pressureInd,"(67.89183941698624, 69.0720122802301>"
pressureInd,"(69.0720122802301, 70.79187913206354>"
pressureInd,"(70.79187913206354, 71.34122669089106>"
pressureInd,"(71.34122669089106, 72.5873027441383>"
pressureInd,"(72.5873027441383, 75.72639237580645>"
pressureInd,"(75.72639237580645, 75.82199689309675>"
pressureInd,"(75.82199689309675, 85.24747450864939>"
pressureInd,"(85.24747450864939, 90.22545447562746>"
pressureInd,"(90.22545447562746, 92.52474746777345>"
pressureInd,"(92.52474746777345, 93.3494580904738>"
pressureInd,"(93.3494580904738, 93.5662713655709>"
pressureInd,"(93.5662713655709, 93.6696775524579>"
pressureInd,"(93.6696775524579, 96.13050873403564>"
pressureInd,"(96.13050873403564, 99.4917412284709>"
pressureInd,"(99.4917412284709, 99.5135767077294>"
pressureInd,"(99.5135767077294, 99.60396516830045>"
pressureInd,"(99.60396516830045, 101.3522506983395>"
pressureInd,"(101.3522506983395, 101.420300366492>"
pressureInd,"(101.420300366492, 103.4738275033825>"
pressureInd,"(103.4738275033825, 103.79406983272>"
pressureInd,"(103.79406983272, 103.88611743448149>"
pressureInd,"(103.88611743448149, 107.752135534039>"
pressureInd,"(107.752135534039, 107.8545754526485>"
pressureInd,"(107.8545754526485, 113.10543555932401>"
pressureInd,"(113.10543555932401, 120.811728859157>"
pressureInd,"(120.811728859157, 123.3669550947435>"
pressureInd,"(123.3669550947435, 130.3312347489255>"
pressureInd,"(130.3312347489255, 132.96073365521602>"
pressureInd,"(132.96073365521602, 134.00829656915>"
pressureInd,"(134.00829656915, 135.5925209978085>"
pressureInd,"(135.5925209978085, 136.57186235092848>"
pressureInd,"(136.57186235092848, inf)"
moistureInd,"(-inf, 80.58383006824755>"
moistureInd,"(80.58383006824755, 81.08217646917876>"
moistureInd,"(81.08217646917876, 81.2350885800432>"
moistureInd,"(81.2350885800432, 81.64193478491785>"
moistureInd,"(81.64193478491785, 83.79041217925585>"
moistureInd,"(83.79041217925585, 86.60406071307321>"
moistureInd,"(86.60406071307321, 86.88342673137376>"
moistureInd,"(86.88342673137376, 87.293450904257>"
moistureInd,"(87.293450904257, 88.4671321022957>"
moistureInd,"(88.4671321022957, 88.5303058261661>"
moistureInd,"(88.5303058261661, 88.693439525901>"
moistureInd,"(88.693439525901, 88.728803190648>"
moistureInd,"(88.728803190648, 88.82891550471305>"
moistureInd,"(88.82891550471305, 89.19086021292381>"
moistureInd,"(89.19086021292381, 89.24660045886111>"
moistureInd,"(89.24660045886111, 89.37929117928749>"
moistureInd,"(89.37929117928749, 89.53012727291164>"
moistureInd,"(89.53012727291164, 93.5324139906568>"
moistureInd,"(93.5324139906568, 93.77023015310465>"
moistureInd,"(93.77023015310465, 94.21032854308291>"
moistureInd,"(94.21032854308291, 94.83530241811701>"
moistureInd,"(94.83530241811701, 95.00133040308816>"
moistureInd,"(95.00133040308816, 96.17391123222075>"
moistureInd,"(96.17391123222075, 103.50238577581251>"
moistureInd,"(103.50238577581251, 108.181203311611>"
moistureInd,"(108.181203311611, 108.295338568978>"
moistureInd,"(108.295338568978, 109.641343946427>"
moistureInd,"(109.641343946427, 109.9606371743395>"
moistureInd,"(109.9606371743395, 110.0145540007785>"
moistureInd,"(110.0145540007785, 110.432743415048>"
moistureInd,"(110.432743415048, 112.6262502775635>"
moistureInd,"(112.6262502775635, 112.887327877389>"
moistureInd,"(112.887327877389, 115.3848226536305>"
moistureInd,"(115.3848226536305, 117.55814011946549>"
moistureInd,"(117.55814011946549, 120.08907851859351>"
moistureInd,"(120.08907851859351, 124.63963803801599>"
moistureInd,"(124.63963803801599, inf)"
temperatureInd,"(-inf, 52.9807920598129>"
temperatureInd,"(52.9807920598129, 55.768785206515105>"
temperatureInd,"(55.768785206515105, 57.692995410704796>"
temperatureInd,"(57.692995410704796, 67.28323395306334>"
temperatureInd,"(67.28323395306334, 85.7392499001082>"
temperatureInd,"(85.7392499001082, 95.00903730967156>"
temperatureInd,"(95.00903730967156, 95.36040862839084>"
temperatureInd,"(95.36040862839084, 96.80108023895325>"
temperatureInd,"(96.80108023895325, 100.04103019983255>"
temperatureInd,"(100.04103019983255, 100.34494286999549>"
temperatureInd,"(100.34494286999549, 101.1770525359545>"
temperatureInd,"(101.1770525359545, 101.1933079191845>"
temperatureInd,"(101.1933079191845, 101.2560406528975>"
temperatureInd,"(101.2560406528975, 101.26938285497701>"
temperatureInd,"(101.26938285497701, 101.341142677308>"
temperatureInd,"(101.341142677308, 101.4155583373995>"
temperatureInd,"(101.4155583373995, 102.16782511750151>"
temperatureInd,"(102.16782511750151, 102.176174470408>"
temperatureInd,"(102.176174470408, 103.50791781370751>"
temperatureInd,"(103.50791781370751, 106.5498412103765>"
temperatureInd,"(106.5498412103765, 109.533254868705>"
temperatureInd,"(109.533254868705, 112.706363973005>"
temperatureInd,"(112.706363973005, 117.95997533120399>"
temperatureInd,"(117.95997533120399, 117.962770304905>"
