id,left,right
0,258,21
1,25,20
2,258,21
3,31,20
4,111,21
5,258,21
6,74,20
7,140,21
8,36,36
9,74,20
10,31,20
11,148,27
12,51,20
13,148,20
14,45,20
15,51,20
16,17,20
17,111,21
18,64,20
19,258,21
20,111,21
21,6,20
22,140,21
23,148,20
24,35,20
25,148,20
26,64,20
27,111,21
28,30,21
29,111,21
30,22,21
31,38,21
32,154,20
33,64,20
34,36,36
35,51,20
36,140,21
37,154,27
38,258,21
39,20,20
40,154,20
41,17,31
42,25,20
43,74,20
44,64,20
45,154,20
46,258,21
47,258,21
48,3,21
49,148,20
50,45,20
51,140,21
52,22,21
53,258,21
54,29,21
55,148,20
56,140,21
57,258,21
58,17,21
59,154,20
60,148,20
61,74,20
62,30,36
63,74,20
64,45,20
65,111,21
66,28,21
67,51,20
68,51,20
69,148,20
70,148,20
71,45,20
72,154,20
73,140,21
74,21,21
75,74,20
76,148,20
77,74,20
78,148,20
79,17,20
80,148,20
81,64,20
82,31,20
83,35,21
84,6,21
85,6,20
86,258,21
87,111,21
88,17,20
89,140,21
90,148,20
91,17,20
92,148,20
93,29,21
94,64,20
95,148,20
96,7,21
97,154,20
98,17,20
99,140,21
