id,left,right
0,45,20
1,8,29
2,19,29
3,21,29
4,8,29
5,375,20
6,117,20
7,19,29
8,78,20
9,146,20
10,57,20
11,52,21
12,375,20
13,256,20
14,20,20
15,41,20
16,19,29
17,2,29
18,256,20
19,68,29
20,41,21
21,45,20
22,3,29
23,40,29
24,375,20
25,19,29
26,68,29
27,68,29
28,375,20
29,5,20
30,7,29
31,33,20
32,40,29
33,211,20
34,52,20
35,299,22
36,71,20
37,244,25
38,40,29
39,41,21
40,12,20
41,96,20
42,337,22
43,68,29
44,759,21
45,78,20
46,375,20
47,33,20
48,132,21
49,256,20
50,5,29
51,78,20
52,27,29
53,256,20
54,212,20
55,211,20
56,6,29
57,211,20
58,211,20
59,211,20
60,76,29
61,375,20
62,132,22
63,211,20
64,52,21
65,75,20
66,132,20
67,40,29
68,46,24
69,27,29
70,117,20
71,68,29
72,19,29
73,41,20
74,68,29
75,7,29
76,49,29
77,4,29
78,8,29
79,33,29
80,19,29
81,116,21
82,12,29
83,68,29
84,114,22
85,375,20
86,108,20
