time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
6.0, 0.994048, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.988889, 1.000000, 1.000000, 1.000000, 1.000000, 
10.0, 0.988095, 0.967742, 1.000000, 0.977273, 1.000000, 0.986111, 0.988889, 1.000000, 1.000000, 1.000000, 1.000000, 
11.0, 0.982143, 0.967742, 1.000000, 0.954545, 1.000000, 0.972222, 0.988889, 1.000000, 0.983051, 1.000000, 1.000000, 
15.0, 0.976190, 0.935484, 1.000000, 0.931818, 1.000000, 0.958333, 0.988889, 1.000000, 0.966102, 1.000000, 0.968750, 
19.0, 0.970238, 0.903226, 1.000000, 0.909091, 1.000000, 0.944444, 0.988889, 1.000000, 0.949153, 1.000000, 0.968750, 
26.0, 0.964286, 0.870968, 1.000000, 0.909091, 1.000000, 0.930556, 0.988889, 1.000000, 0.949153, 1.000000, 0.968750, 
28.0, 0.952381, 0.870968, 0.991525, 0.886364, 0.982759, 0.930556, 0.977778, 1.000000, 0.932203, 0.986667, 0.968750, 
31.0, 0.946429, 0.870968, 0.983051, 0.863636, 0.982759, 0.930556, 0.966667, 1.000000, 0.932203, 0.973333, 0.968750, 
35.0, 0.940476, 0.870968, 0.983051, 0.840909, 0.982759, 0.930556, 0.955556, 1.000000, 0.932203, 0.973333, 0.968750, 
41.0, 0.928571, 0.806452, 0.983051, 0.818182, 0.982759, 0.902778, 0.955556, 1.000000, 0.915254, 0.973333, 0.937500, 
42.0, 0.922619, 0.774194, 0.983051, 0.795455, 0.982759, 0.888889, 0.955556, 1.000000, 0.898305, 0.973333, 0.906250, 
45.0, 0.916667, 0.741935, 0.983051, 0.795455, 0.982759, 0.875000, 0.955556, 1.000000, 0.881356, 0.973333, 0.875000, 
48.0, 0.904762, 0.709677, 0.983051, 0.772727, 0.982759, 0.861111, 0.944444, 1.000000, 0.864407, 0.973333, 0.843750, 
53.0, 0.898810, 0.677419, 0.983051, 0.750000, 0.982759, 0.847222, 0.944444, 1.000000, 0.847458, 0.973333, 0.843750, 
55.0, 0.892857, 0.645161, 0.983051, 0.750000, 0.982759, 0.833333, 0.944444, 1.000000, 0.830508, 0.973333, 0.812500, 
56.0, 0.886905, 0.612903, 0.983051, 0.750000, 0.982759, 0.833333, 0.944444, 1.000000, 0.830508, 0.973333, 0.812500, 
58.0, 0.880952, 0.612903, 0.983051, 0.750000, 0.982759, 0.819444, 0.944444, 1.000000, 0.813559, 0.973333, 0.781250, 
59.0, 0.875000, 0.612903, 0.974576, 0.750000, 0.982759, 0.819444, 0.933333, 1.000000, 0.813559, 0.960000, 0.781250, 
60.0, 0.857143, 0.580645, 0.974576, 0.704545, 0.965517, 0.791667, 0.933333, 1.000000, 0.779661, 0.960000, 0.750000, 
64.0, 0.851190, 0.548387, 0.974576, 0.681818, 0.965517, 0.777778, 0.933333, 1.000000, 0.762712, 0.960000, 0.718750, 
66.0, 0.845238, 0.548387, 0.966102, 0.659091, 0.965517, 0.763889, 0.933333, 1.000000, 0.745763, 0.960000, 0.718750, 
67.0, 0.839286, 0.548387, 0.957627, 0.659091, 0.948276, 0.763889, 0.922222, 1.000000, 0.745763, 0.946667, 0.718750, 
68.0, 0.833333, 0.516129, 0.957627, 0.659091, 0.948276, 0.750000, 0.922222, 1.000000, 0.728814, 0.946667, 0.687500, 
90.0, 0.827381, 0.516129, 0.949153, 0.659091, 0.931034, 0.736111, 0.922222, 1.000000, 0.728814, 0.946667, 0.656250, 
96.0, 0.821429, 0.516129, 0.940678, 0.659091, 0.931034, 0.736111, 0.911111, 1.000000, 0.711864, 0.933333, 0.656250, 
102.0, 0.815476, 0.516129, 0.932203, 0.636364, 0.931034, 0.736111, 0.900000, 1.000000, 0.711864, 0.920000, 0.656250, 
108.0, 0.809524, 0.516129, 0.923729, 0.613636, 0.931034, 0.736111, 0.888889, 1.000000, 0.694915, 0.920000, 0.656250, 
111.0, 0.803571, 0.483871, 0.923729, 0.613636, 0.931034, 0.722222, 0.888889, 1.000000, 0.694915, 0.920000, 0.625000, 
113.0, 0.797619, 0.483871, 0.915254, 0.613636, 0.931034, 0.722222, 0.877778, 0.977778, 0.694915, 0.906667, 0.625000, 
115.0, 0.791667, 0.451613, 0.915254, 0.613636, 0.931034, 0.708333, 0.877778, 0.977778, 0.677966, 0.906667, 0.593750, 
136.0, 0.785714, 0.419355, 0.915254, 0.590909, 0.931034, 0.694444, 0.877778, 0.977778, 0.661017, 0.906667, 0.562500, 
137.0, 0.779762, 0.419355, 0.915254, 0.568182, 0.931034, 0.694444, 0.866667, 0.977778, 0.661017, 0.906667, 0.562500, 
149.0, 0.767857, 0.419355, 0.898305, 0.568182, 0.931034, 0.680556, 0.855556, 0.933333, 0.661017, 0.893333, 0.562500, 
150.0, 0.761905, 0.419355, 0.889831, 0.568182, 0.931034, 0.666667, 0.855556, 0.933333, 0.661017, 0.893333, 0.531250, 
161.0, 0.755952, 0.419355, 0.889831, 0.545455, 0.931034, 0.666667, 0.844444, 0.933333, 0.661017, 0.893333, 0.531250, 
163.0, 0.750000, 0.419355, 0.881356, 0.522727, 0.931034, 0.666667, 0.833333, 0.933333, 0.644068, 0.880000, 0.531250, 
174.0, 0.744048, 0.419355, 0.881356, 0.500000, 0.931034, 0.652778, 0.833333, 0.933333, 0.644068, 0.880000, 0.531250, 
181.0, 0.738095, 0.419355, 0.872881, 0.477273, 0.931034, 0.652778, 0.822222, 0.933333, 0.627119, 0.866667, 0.531250, 
182.0, 0.732143, 0.419355, 0.864407, 0.454545, 0.931034, 0.652778, 0.811111, 0.933333, 0.627119, 0.866667, 0.531250, 
191.0, 0.726190, 0.419355, 0.855932, 0.454545, 0.931034, 0.652778, 0.800000, 0.933333, 0.610169, 0.853333, 0.531250, 
196.0, 0.720238, 0.387097, 0.855932, 0.454545, 0.931034, 0.638889, 0.800000, 0.933333, 0.593220, 0.853333, 0.500000, 
200.0, 0.714286, 0.387097, 0.847458, 0.454545, 0.913793, 0.638889, 0.788889, 0.933333, 0.593220, 0.840000, 0.500000, 
202.0, 0.708333, 0.354839, 0.847458, 0.454545, 0.913793, 0.625000, 0.788889, 0.933333, 0.576271, 0.840000, 0.468750, 
214.0, 0.702381, 0.354839, 0.838983, 0.454545, 0.896552, 0.625000, 0.788889, 0.933333, 0.576271, 0.826667, 0.468750, 
224.0, 0.696429, 0.354839, 0.830508, 0.431818, 0.896552, 0.611111, 0.788889, 0.933333, 0.576271, 0.826667, 0.437500, 
236.0, 0.690476, 0.354839, 0.822034, 0.431818, 0.879310, 0.597222, 0.788889, 0.933333, 0.576271, 0.826667, 0.437500, 
246.0, 0.684524, 0.354839, 0.813559, 0.409091, 0.879310, 0.583333, 0.788889, 0.933333, 0.559322, 0.826667, 0.437500, 
261.0, 0.678571, 0.354839, 0.805085, 0.409091, 0.879310, 0.569444, 0.788889, 0.911111, 0.559322, 0.826667, 0.437500, 
274.0, 0.672619, 0.322581, 0.805085, 0.386364, 0.879310, 0.555556, 0.788889, 0.911111, 0.542373, 0.826667, 0.437500, 
290.0, 0.666667, 0.290323, 0.805085, 0.386364, 0.879310, 0.541667, 0.788889, 0.911111, 0.542373, 0.826667, 0.406250, 
306.0, 0.660714, 0.290323, 0.796610, 0.386364, 0.862069, 0.541667, 0.777778, 0.911111, 0.542373, 0.813333, 0.406250, 
330.0, 0.654762, 0.290323, 0.788136, 0.386364, 0.862069, 0.527778, 0.777778, 0.911111, 0.525424, 0.813333, 0.406250, 
335.0, 0.648810, 0.290323, 0.779661, 0.363636, 0.862069, 0.513889, 0.777778, 0.911111, 0.508475, 0.813333, 0.406250, 
353.0, 0.642857, 0.290323, 0.779661, 0.363636, 0.862069, 0.500000, 0.777778, 0.911111, 0.491525, 0.813333, 0.406250, 
382.0, 0.636905, 0.290323, 0.771186, 0.363636, 0.862069, 0.500000, 0.766667, 0.911111, 0.491525, 0.800000, 0.406250, 
385.0, 0.630952, 0.290323, 0.762712, 0.363636, 0.844828, 0.486111, 0.766667, 0.911111, 0.491525, 0.800000, 0.406250, 
397.0, 0.625000, 0.290323, 0.754237, 0.363636, 0.827586, 0.472222, 0.766667, 0.911111, 0.491525, 0.800000, 0.406250, 
421.0, 0.619048, 0.290323, 0.745763, 0.340909, 0.827586, 0.472222, 0.755556, 0.911111, 0.474576, 0.786667, 0.406250, 
433.0, 0.619048, 0.290323, 0.745763, 0.340909, 0.827586, 0.472222, 0.755556, 0.911111, 0.474576, 0.786667, 0.406250, 
435.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
445.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
452.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
458.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
472.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
510.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
511.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
531.0, 0.607027, 0.258065, 0.737191, 0.318182, 0.827586, 0.458333, 0.744279, 0.911111, 0.457627, 0.773103, 0.375000, 
534.0, 0.600570, 0.225806, 0.737191, 0.318182, 0.827586, 0.443548, 0.744279, 0.911111, 0.440678, 0.773103, 0.343750, 
576.0, 0.594112, 0.225806, 0.727859, 0.318182, 0.827586, 0.428763, 0.744279, 0.911111, 0.423729, 0.773103, 0.343750, 
