time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
6.0, 0.994048, 1.000000, 0.981481, 0.977273, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
10.0, 0.988095, 0.967742, 0.981481, 0.954545, 1.000000, 0.985915, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
11.0, 0.982143, 0.967742, 0.981481, 0.931818, 1.000000, 0.971831, 1.000000, 1.000000, 0.980769, 1.000000, 1.000000, 
15.0, 0.976190, 0.935484, 0.981481, 0.909091, 1.000000, 0.957746, 1.000000, 1.000000, 0.961538, 1.000000, 0.966667, 
19.0, 0.970238, 0.903226, 0.981481, 0.886364, 1.000000, 0.943662, 1.000000, 1.000000, 0.942308, 1.000000, 0.966667, 
26.0, 0.964286, 0.870968, 0.981481, 0.886364, 1.000000, 0.929577, 1.000000, 1.000000, 0.942308, 1.000000, 0.966667, 
28.0, 0.958333, 0.870968, 0.962963, 0.886364, 0.981818, 0.929577, 0.988636, 1.000000, 0.942308, 0.987342, 0.966667, 
31.0, 0.952381, 0.870968, 0.962963, 0.863636, 0.981818, 0.929577, 0.977273, 1.000000, 0.942308, 0.974684, 0.966667, 
35.0, 0.946429, 0.870968, 0.962963, 0.840909, 0.981818, 0.929577, 0.977273, 1.000000, 0.942308, 0.962025, 0.966667, 
41.0, 0.928571, 0.838710, 0.944444, 0.818182, 0.981818, 0.901408, 0.965909, 1.000000, 0.923077, 0.949367, 0.933333, 
42.0, 0.922619, 0.806452, 0.944444, 0.795455, 0.981818, 0.887324, 0.965909, 1.000000, 0.923077, 0.949367, 0.900000, 
48.0, 0.916667, 0.774194, 0.944444, 0.795455, 0.981818, 0.873239, 0.965909, 1.000000, 0.923077, 0.949367, 0.866667, 
55.0, 0.910714, 0.741935, 0.944444, 0.795455, 0.981818, 0.859155, 0.965909, 1.000000, 0.903846, 0.949367, 0.833333, 
56.0, 0.904762, 0.709677, 0.944444, 0.795455, 0.981818, 0.859155, 0.965909, 1.000000, 0.903846, 0.949367, 0.833333, 
57.0, 0.898810, 0.677419, 0.944444, 0.772727, 0.981818, 0.845070, 0.965909, 1.000000, 0.884615, 0.949367, 0.800000, 
58.0, 0.892857, 0.645161, 0.944444, 0.772727, 0.981818, 0.830986, 0.965909, 1.000000, 0.865385, 0.949367, 0.766667, 
59.0, 0.886905, 0.645161, 0.944444, 0.772727, 0.981818, 0.830986, 0.954545, 1.000000, 0.865385, 0.936709, 0.766667, 
60.0, 0.869048, 0.580645, 0.944444, 0.727273, 0.963636, 0.802817, 0.954545, 1.000000, 0.826923, 0.924051, 0.733333, 
64.0, 0.863095, 0.548387, 0.944444, 0.704545, 0.963636, 0.788732, 0.954545, 1.000000, 0.807692, 0.924051, 0.700000, 
