attribute,value
pressureInd,"(-inf, 34.6227596835854>"
pressureInd,"(34.6227596835854, 62.51943446968395>"
pressureInd,"(62.51943446968395, 64.50748804845865>"
pressureInd,"(64.50748804845865, 65.59722720321534>"
pressureInd,"(65.59722720321534, 75.66673329804391>"
pressureInd,"(75.66673329804391, 75.72639237580645>"
pressureInd,"(75.72639237580645, 79.91853185030399>"
pressureInd,"(79.91853185030399, 80.66013524302215>"
pressureInd,"(80.66013524302215, 82.23833594700805>"
pressureInd,"(82.23833594700805, 82.72755916808975>"
pressureInd,"(82.72755916808975, 82.94396344593684>"
pressureInd,"(82.94396344593684, 84.49409127264965>"
pressureInd,"(84.49409127264965, 93.6703379127845>"
pressureInd,"(93.6703379127845, 96.1699824144167>"
pressureInd,"(96.1699824144167, 96.5095161281179>"
pressureInd,"(96.5095161281179, 96.9866723376521>"
pressureInd,"(96.9866723376521, 97.54872531946445>"
pressureInd,"(97.54872531946445, 97.9722038912177>"
pressureInd,"(97.9722038912177, 101.09647504555>"
pressureInd,"(101.09647504555, 101.29030120393949>"
pressureInd,"(101.29030120393949, 103.80909890995801>"
pressureInd,"(103.80909890995801, 103.8138399498455>"
pressureInd,"(103.8138399498455, 104.012970985643>"
pressureInd,"(104.012970985643, 105.5427861507315>"
pressureInd,"(105.5427861507315, 113.02886983843>"
pressureInd,"(113.02886983843, 124.788570653161>"
pressureInd,"(124.788570653161, 124.885349928406>"
pressureInd,"(124.885349928406, 125.1552087379855>"
pressureInd,"(125.1552087379855, 152.5325325691875>"
pressureInd,"(152.5325325691875, 164.103563075367>"
pressureInd,"(164.103563075367, inf)"
moistureInd,"(-inf, 64.73805800733714>"
moistureInd,"(64.73805800733714, 76.79504448859444>"
moistureInd,"(76.79504448859444, 82.58618534967215>"
moistureInd,"(82.58618534967215, 88.92721967023105>"
moistureInd,"(88.92721967023105, 89.37929117928749>"
moistureInd,"(89.37929117928749, 89.40919020937511>"
moistureInd,"(89.40919020937511, 89.5919740043358>"
moistureInd,"(89.5919740043358, 89.64379190586365>"
moistureInd,"(89.64379190586365, 89.80025367399244>"
moistureInd,"(89.80025367399244, 93.45243779657075>"
moistureInd,"(93.45243779657075, 93.7318248461297>"
moistureInd,"(93.7318248461297, 93.76897773095135>"
moistureInd,"(93.76897773095135, 94.21032854308291>"
moistureInd,"(94.21032854308291, 94.83530241811701>"
moistureInd,"(94.83530241811701, 109.72474826798151>"
moistureInd,"(109.72474826798151, 110.2113105499925>"
moistureInd,"(110.2113105499925, 110.4918213711035>"
moistureInd,"(110.4918213711035, 114.739272803261>"
moistureInd,"(114.739272803261, 114.754961810546>"
moistureInd,"(114.754961810546, 120.23372016236351>"
moistureInd,"(120.23372016236351, 123.8290577021335>"
moistureInd,"(123.8290577021335, inf)"
temperatureInd,"(-inf, 50.0695487503632>"
temperatureInd,"(50.0695487503632, 51.3588402130156>"
temperatureInd,"(51.3588402130156, 52.1793613516391>"
temperatureInd,"(52.1793613516391, 52.8199068607465>"
temperatureInd,"(52.8199068607465, 52.87983310943035>"
temperatureInd,"(52.87983310943035, 56.045388562011055>"
temperatureInd,"(56.045388562011055, 56.596886204103>"
temperatureInd,"(56.596886204103, 58.68883113635385>"
temperatureInd,"(58.68883113635385, 59.8509791337182>"
temperatureInd,"(59.8509791337182, 60.6559990047451>"
temperatureInd,"(60.6559990047451, 80.60614736115005>"
temperatureInd,"(80.60614736115005, 85.66862372978684>"
temperatureInd,"(85.66862372978684, 90.8826906523314>"
temperatureInd,"(90.8826906523314, 98.72487628662356>"
temperatureInd,"(98.72487628662356, 106.5919562421175>"
temperatureInd,"(106.5919562421175, 114.828149739664>"
temperatureInd,"(114.828149739664, 115.2351644053>"
temperatureInd,"(115.2351644053, 115.285732385526>"
temperatureInd,"(115.285732385526, 115.4193894436795>"
temperatureInd,"(115.4193894436795, 115.425496487553>"
temperatureInd,"(115.425496487553, 116.09985342935249>"
temperatureInd,"(116.09985342935249, 117.065858803986>"
temperatureInd,"(117.065858803986, 121.723034245923>"
temperatureInd,"(121.723034245923, 123.0187581060935>"
temperatureInd,"(123.0187581060935, 133.054371490746>"
temperatureInd,"(133.054371490746, 139.244046667803>"
temperatureInd,"(139.244046667803, inf)"
