id,left,right
0,86,22
1,79,22
2,134,113
3,34,22
4,34,22
5,2,22
6,35,22
7,60,24
8,134,113
9,24,22
10,4,22
11,79,22
12,79,22
13,58,113
14,86,22
15,34,22
16,12,22
17,34,22
18,86,22
19,12,22
20,79,22
21,109,95
22,86,22
23,109,95
24,11,22
25,109,95
26,86,22
27,79,22
28,109,95
29,69,95
30,7,24
31,69,95
32,109,95
33,60,24
34,8,22
35,79,22
36,60,24
37,109,95
38,86,22
39,35,22
40,79,22
41,60,79
42,79,22
43,3,22
44,79,22
45,60,79
46,134,113
47,6,22
48,60,79
49,79,22
50,109,95
51,109,95
52,8,22
53,4,79
54,0,22
