attribute,value
albumin,"(-inf, 2.375>"
albumin,"(2.375, 3.0149999999999997>"
albumin,"(3.0149999999999997, 3.505>"
albumin,"(3.505, 3.525>"
albumin,"(3.525, 3.6399999999999997>"
albumin,"(3.6399999999999997, 4.04>"
albumin,"(4.04, 4.390000000000001>"
albumin,"(4.390000000000001, inf)"
platelet,"(-inf, 496.5>"
platelet,"(496.5, inf)"
bili,"(-inf, 1.25>"
bili,"(1.25, 1.75>"
bili,"(1.75, 1.95>"
bili,"(1.95, 2.25>"
bili,"(2.25, 2.3>"
bili,"(2.3, 8.95>"
bili,"(8.95, inf)"
protime,"(-inf, 9.65>"
protime,"(9.65, 10.25>"
protime,"(10.25, 10.95>"
protime,"(10.95, 11.8>"
protime,"(11.8, inf)"
age,"(-inf, 41.379876499999995>"
age,"(41.379876499999995, 43.2402465>"
age,"(43.2402465, 44.587269>"
age,"(44.587269, 64.4175225>"
age,"(64.4175225, 66.7063655>"
age,"(66.7063655, 69.674196>"
age,"(69.674196, 73.2197125>"
age,"(73.2197125, 74.67351149999999>"
age,"(74.67351149999999, 76.48186150000001>"
age,"(76.48186150000001, inf)"
