id,distance,n_actions
0,0.102525,3
1,0.107954,3
2,0.044529,3
3,0.021978,1
4,0.021801,1
5,0.052759,2
6,0.123270,3
7,0.063188,4
8,0.106943,3
9,0.122218,3
10,0.119573,3
11,0.114932,3
12,0.084046,2
13,0.049372,2
14,0.030348,2
15,0.021269,1
16,0.042243,2
17,0.110619,3
18,0.077416,3
19,0.024105,1
20,0.087249,3
21,0.035114,2
22,0.127017,3
23,0.031746,2
24,0.048912,4
25,0.050248,3
26,0.021978,1
27,0.114919,3
28,0.033073,3
29,0.056525,3
30,0.107671,3
31,0.175706,4
32,0.059393,4
33,0.099610,2
34,0.031598,2
35,0.102472,3
36,0.103608,3
37,0.041534,2
38,0.051564,4
39,0.052818,1
40,0.036400,2
41,0.070848,3
42,0.047824,3
43,0.103168,3
44,0.155356,3
45,0.127352,3
46,0.110481,3
47,0.099269,3
48,0.108873,3
49,0.090707,3
50,0.105916,3
51,0.068859,3
52,0.052464,1
53,0.087387,3
54,0.099965,2
55,0.120623,3
56,0.080734,3
