id,left,right
0,40,30
1,407,20
2,40,30
3,407,20
4,407,20
5,51,30
6,407,20
7,407,20
8,407,20
9,46,30
10,81,30
11,43,26
12,51,30
13,40,30
14,407,20
15,30,26
16,81,30
17,407,20
18,407,20
19,407,20
20,6,20
21,51,30
22,407,20
23,407,20
24,407,20
25,43,26
26,407,20
27,407,20
28,407,20
29,407,20
30,51,30
31,407,20
32,15,20
33,407,20
34,25,20
35,407,20
36,46,30
37,407,20
38,407,20
39,407,20
40,407,20
41,407,20
42,407,20
43,40,30
44,407,20
45,407,20
46,40,30
47,407,20
48,6,20
49,51,30
50,1,20
51,15,20
52,407,20
53,407,20
