time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
1.0, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 
107.0, 0.996377, 1.000000, 1.000000, 1.000000, 0.994505, 0.977778, 1.000000, 0.988372, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
238.0, 0.996377, 1.000000, 1.000000, 1.000000, 0.994505, 0.977778, 1.000000, 0.988372, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
292.0, 0.996377, 1.000000, 1.000000, 1.000000, 0.994505, 0.977778, 1.000000, 0.988372, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
438.0, 0.996377, 1.000000, 1.000000, 1.000000, 0.994505, 0.977778, 1.000000, 0.988372, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
750.0, 0.996377, 1.000000, 1.000000, 1.000000, 0.994505, 0.977778, 1.000000, 0.988372, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
832.0, 0.992700, 1.000000, 1.000000, 1.000000, 0.988918, 0.955556, 1.000000, 0.976606, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
919.0, 0.992700, 1.000000, 1.000000, 1.000000, 0.988918, 0.955556, 1.000000, 0.976606, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
943.0, 0.992700, 1.000000, 1.000000, 1.000000, 0.988918, 0.955556, 1.000000, 0.976606, 1.000000, 1.000000, 0.988235, 0.988235, 1.000000, 1.000000, 0.988372, 
1053.0, 0.988996, 0.968750, 1.000000, 0.985714, 0.988918, 0.955556, 0.993548, 0.976606, 0.993548, 1.000000, 0.976035, 0.976035, 1.000000, 1.000000, 0.976319, 
