id,distance,n_actions
0,0.020181,2
1,0.005013,1
2,0.052632,2
3,0.028118,2
4,0.008050,2
5,0.010771,2
6,0.082200,4
7,0.059524,2
8,0.037188,3
9,0.009410,2
10,0.064966,3
11,0.027891,2
12,0.004082,1
13,0.095238,2
14,0.007948,2
15,0.055138,2
16,0.039909,3
17,0.020068,2
18,0.052632,2
19,0.045238,3
20,0.052632,2
21,0.020068,2
22,0.021429,2
23,0.002721,1
24,0.119048,3
25,0.055138,2
26,0.005013,1
27,0.059864,2
28,0.052632,2
29,0.103401,3
30,0.005013,1
31,0.005013,1
32,0.049206,3
33,0.052632,2
34,0.033333,2
35,0.012245,1
36,0.119048,3
37,0.052632,2
38,0.052632,2
39,0.053175,3
40,0.039909,3
41,0.078912,2
42,0.055567,3
43,0.046599,3
44,0.021429,2
45,0.052632,2
46,0.022789,2
47,0.050125,2
48,0.052632,2
49,0.032086,2
50,0.119048,3
51,0.052632,2
52,0.008050,2
53,0.010771,2
54,0.028005,2
55,0.047619,1
56,0.012018,2
57,0.039909,3
58,0.010771,2
59,0.010771,2
60,0.039796,3
61,0.026757,2
62,0.056916,3
63,0.055896,3
64,0.049206,3
65,0.066112,4
66,0.040023,3
67,0.095465,4
68,0.025397,2
69,0.052632,2
70,0.016112,2
71,0.018707,2
72,0.015986,2
73,0.050567,3
74,0.020068,2
75,0.017347,2
76,0.020068,2
77,0.035941,3
78,0.047619,1
79,0.063492,2
80,0.024150,2
81,0.067460,2
82,0.119048,3
83,0.095238,2
84,0.016100,2
85,0.100251,3
86,0.058277,3
87,0.047619,1
