attribute,value
SensorMeasure2,"(-inf, 548.83>"
SensorMeasure2,"(548.83, 604.29>"
SensorMeasure2,"(604.29, 607.29>"
SensorMeasure2,"(607.29, 642.22>"
SensorMeasure2,"(642.22, inf)"
SensorMeasure13,"(-inf, 2387.325>"
SensorMeasure13,"(2387.325, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, inf)"
SensorMeasure3,"(-inf, 1303.77>"
SensorMeasure3,"(1303.77, 1342.395>"
SensorMeasure3,"(1342.395, 1347.63>"
SensorMeasure3,"(1347.63, 1477.9899999999998>"
SensorMeasure3,"(1477.9899999999998, 1480.885>"
SensorMeasure3,"(1480.885, 1496.675>"
SensorMeasure3,"(1496.675, 1597.1799999999998>"
SensorMeasure3,"(1597.1799999999998, inf)"
SensorMeasure11,"(-inf, 39.144999999999996>"
SensorMeasure11,"(39.144999999999996, 41.959999999999994>"
SensorMeasure11,"(41.959999999999994, 46.815>"
SensorMeasure11,"(46.815, 47.615>"
SensorMeasure11,"(47.615, inf)"
OpSet1,"(-inf, 0.00045>"
OpSet1,"(0.00045, 42.00745>"
OpSet1,"(42.00745, inf)"
SensorMeasure21,"(-inf, 23.49055>"
SensorMeasure21,"(23.49055, inf)"
SensorMeasure6,"(-inf, 9.015>"
SensorMeasure6,"(9.015, 13.64>"
SensorMeasure6,"(13.64, 13.645>"
SensorMeasure6,"(13.645, inf)"
SensorMeasure14,"(-inf, 8082.885>"
SensorMeasure14,"(8082.885, inf)"
SensorMeasure12,"(-inf, 163.99>"
SensorMeasure12,"(163.99, 315.245>"
SensorMeasure12,"(315.245, inf)"
SensorMeasure8,"(-inf, 2212.005>"
SensorMeasure8,"(2212.005, 2323.955>"
SensorMeasure8,"(2323.955, inf)"
SensorMeasure4,"(-inf, 1038.93>"
SensorMeasure4,"(1038.93, 1118.045>"
SensorMeasure4,"(1118.045, 1124.92>"
SensorMeasure4,"(1124.92, inf)"
OpSet2,"(-inf, 0.661>"
OpSet2,"(0.661, inf)"
SensorMeasure7,"(-inf, 194.37>"
SensorMeasure7,"(194.37, 554.935>"
SensorMeasure7,"(554.935, inf)"
SensorMeasure15,"(-inf, 8.35985>"
SensorMeasure15,"(8.35985, 9.39645>"
SensorMeasure15,"(9.39645, inf)"
