id,distance,n_actions
0,0.002614,1
1,0.041572,2
2,0.009804,1
3,0.029306,1
4,0.029518,1
5,0.032079,2
6,0.028669,1
7,0.009804,1
8,0.002614,1
9,0.011765,1
10,0.037856,2
11,0.028031,1
12,0.037183,2
13,0.029730,1
14,0.020915,1
15,0.013072,1
16,0.040183,2
17,0.039657,2
18,0.007843,1
19,0.036096,2
20,0.003268,1
21,0.029730,1
22,0.039029,2
23,0.028031,1
24,0.003922,1
25,0.045598,2
26,0.029730,1
27,0.029943,1
28,0.040797,2
29,0.040584,2
30,0.015033,1
31,0.025826,2
32,0.034799,2
33,0.034864,2
34,0.040715,2
35,0.028244,1
36,0.027819,1
37,0.027394,1
38,0.030220,2
39,0.028456,1
40,0.031905,2
