id,left,right
0,658,20
1,158,20
2,110,20
3,129,20
4,201,20
5,52,20
6,69,20
7,129,20
8,624,20
9,49,20
10,238,22
11,52,20
12,189,35
13,129,20
14,52,20
15,14,20
16,129,20
17,158,20
18,77,20
19,624,20
20,129,20
21,7,20
22,129,20
23,658,20
24,69,20
25,49,20
26,17,22
27,129,20
28,91,20
29,658,20
30,14,20
31,129,20
32,0,20
33,189,35
34,52,20
35,69,20
36,19,20
37,658,20
38,658,20
39,27,20
40,129,20
41,658,20
42,189,35
43,77,20
44,129,20
45,658,20
46,8,20
47,658,20
48,658,20
49,658,20
50,768,21
51,658,20
52,43,20
53,624,20
54,129,20
55,52,20
56,283,22
57,189,35
58,0,20
59,658,20
60,110,20
61,69,20
62,98,22
63,129,20
64,658,20
65,49,20
66,658,20
67,52,20
68,201,20
69,77,20
70,768,21
71,768,21
72,189,35
73,658,20
74,129,20
75,624,20
76,189,35
77,658,20
78,14,20
79,19,20
80,8,20
81,158,20
82,658,20
83,189,35
84,658,20
85,129,20
86,52,20
87,22,20
