id,left,right
0,22,54
1,156,30
2,141,23
3,67,35
4,156,30
5,37,30
6,123,54
7,47,30
8,123,38
9,3,30
10,60,22
11,34,54
12,67,35
13,180,48
14,4,54
15,18,38
16,156,30
17,32,54
18,167,26
19,22,54
20,42,30
21,47,30
22,44,25
23,156,30
24,11,38
25,181,25
26,123,41
27,115,30
28,28,54
29,118,38
30,181,25
31,18,54
32,118,38
33,32,54
34,181,25
35,47,30
36,35,41
37,118,54
38,37,30
39,123,54
40,42,30
41,32,54
42,118,38
43,60,22
44,43,26
45,85,25
46,44,26
47,42,30
48,115,30
49,43,26
50,141,23
51,44,26
52,85,25
53,155,48
54,30,23
55,16,30
56,118,38
57,105,48
58,47,30
59,29,38
60,28,20
61,43,26
62,181,25
63,43,26
64,181,25
65,43,26
66,118,54
67,123,38
68,32,54
69,2,54
70,108,26
71,108,26
72,11,38
73,156,30
74,115,30
75,141,23
76,141,23
77,8,54
78,47,30
79,35,37
80,141,23
81,43,26
82,45,41
83,34,54
84,18,37
85,85,25
86,115,30
87,123,54
88,167,26
89,123,54
90,156,30
91,18,37
92,43,26
93,167,26
94,167,26
95,181,25
96,141,23
97,34,54
98,20,30
99,43,26
100,167,26
101,141,23
102,181,25
