id,distance,n_actions
0,0.017647,1
1,0.000974,1
2,0.030931,2
3,0.036618,2
4,0.033791,2
5,0.026304,1
6,0.037680,2
7,0.012614,2
8,0.023395,2
9,0.034395,2
10,0.003534,1
11,0.016340,1
12,0.038350,2
13,0.038562,2
14,0.028987,1
15,0.044097,2
16,0.030474,1
17,0.040735,2
18,0.022314,2
19,0.029624,1
20,0.035065,2
21,0.041160,2
22,0.025983,2
23,0.039412,2
24,0.043137,2
25,0.029199,1
26,0.044640,2
27,0.044216,2
28,0.033174,2
29,0.037975,2
30,0.041389,2
31,0.039560,2
32,0.008497,1
33,0.034505,2
34,0.031849,2
35,0.026337,2
36,0.037238,2
37,0.030049,1
38,0.027925,1
39,0.012123,2
40,0.036717,2
41,0.016371,2
