time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, 
6.0, 0.994048, 1.000000, 1.000000, 0.983051, 1.000000, 1.000000, 1.000000, 1.000000, 0.981132, 0.985294, 1.000000, 
11.0, 0.988095, 1.000000, 1.000000, 0.966102, 1.000000, 1.000000, 0.981818, 0.985915, 0.981132, 0.985294, 0.983051, 
15.0, 0.982143, 0.966667, 1.000000, 0.949153, 1.000000, 1.000000, 0.963636, 0.971831, 0.981132, 0.985294, 0.966102, 
19.0, 0.976190, 0.933333, 1.000000, 0.932203, 1.000000, 1.000000, 0.945455, 0.957746, 0.981132, 0.985294, 0.949153, 
26.0, 0.970238, 0.900000, 1.000000, 0.915254, 1.000000, 1.000000, 0.945455, 0.943662, 0.981132, 0.985294, 0.949153, 
28.0, 0.964286, 0.900000, 1.000000, 0.898305, 1.000000, 1.000000, 0.927273, 0.929577, 0.981132, 0.985294, 0.932203, 
31.0, 0.958333, 0.900000, 1.000000, 0.881356, 1.000000, 1.000000, 0.927273, 0.929577, 0.981132, 0.985294, 0.932203, 
35.0, 0.952381, 0.900000, 1.000000, 0.864407, 1.000000, 1.000000, 0.927273, 0.929577, 0.981132, 0.970588, 0.932203, 
41.0, 0.934524, 0.833333, 0.988764, 0.847458, 1.000000, 1.000000, 0.909091, 0.901408, 0.981132, 0.955882, 0.915254, 
42.0, 0.928571, 0.800000, 0.988764, 0.830508, 1.000000, 1.000000, 0.890909, 0.887324, 0.981132, 0.955882, 0.898305, 
45.0, 0.922619, 0.766667, 0.988764, 0.813559, 1.000000, 1.000000, 0.890909, 0.873239, 0.981132, 0.955882, 0.881356, 
48.0, 0.910714, 0.733333, 0.988764, 0.779661, 1.000000, 1.000000, 0.872727, 0.859155, 0.981132, 0.955882, 0.864407, 
53.0, 0.904762, 0.700000, 0.988764, 0.762712, 1.000000, 1.000000, 0.854545, 0.845070, 0.981132, 0.955882, 0.847458, 
55.0, 0.898810, 0.700000, 0.977528, 0.762712, 1.000000, 1.000000, 0.836364, 0.830986, 0.981132, 0.955882, 0.830508, 
57.0, 0.892857, 0.666667, 0.977528, 0.745763, 1.000000, 1.000000, 0.818182, 0.816901, 0.981132, 0.955882, 0.813559, 
58.0, 0.886905, 0.666667, 0.977528, 0.745763, 1.000000, 1.000000, 0.800000, 0.802817, 0.981132, 0.955882, 0.796610, 
59.0, 0.880952, 0.666667, 0.966292, 0.745763, 0.986667, 1.000000, 0.800000, 0.802817, 0.962264, 0.955882, 0.796610, 
60.0, 0.863095, 0.633333, 0.955056, 0.711864, 0.973333, 1.000000, 0.763636, 0.774648, 0.962264, 0.955882, 0.762712, 
64.0, 0.857143, 0.600000, 0.955056, 0.694915, 0.973333, 1.000000, 0.745455, 0.760563, 0.962264, 0.955882, 0.745763, 
66.0, 0.851190, 0.566667, 0.955056, 0.677966, 0.973333, 1.000000, 0.727273, 0.746479, 0.962264, 0.955882, 0.728814, 
67.0, 0.845238, 0.566667, 0.943820, 0.677966, 0.960000, 1.000000, 0.727273, 0.746479, 0.943396, 0.941176, 0.728814, 
68.0, 0.839286, 0.566667, 0.943820, 0.677966, 0.960000, 1.000000, 0.709091, 0.732394, 0.943396, 0.941176, 0.711864, 
90.0, 0.833333, 0.566667, 0.932584, 0.677966, 0.946667, 1.000000, 0.709091, 0.718310, 0.943396, 0.941176, 0.711864, 
96.0, 0.827381, 0.566667, 0.921348, 0.677966, 0.946667, 1.000000, 0.690909, 0.704225, 0.943396, 0.941176, 0.694915, 
102.0, 0.821429, 0.566667, 0.921348, 0.661017, 0.946667, 1.000000, 0.690909, 0.690141, 0.943396, 0.941176, 0.694915, 
108.0, 0.815476, 0.533333, 0.921348, 0.644068, 0.946667, 1.000000, 0.672727, 0.676056, 0.943396, 0.941176, 0.677966, 
111.0, 0.809524, 0.533333, 0.921348, 0.644068, 0.933333, 1.000000, 0.672727, 0.676056, 0.943396, 0.926471, 0.677966, 
113.0, 0.803571, 0.533333, 0.910112, 0.644068, 0.920000, 1.000000, 0.672727, 0.676056, 0.924528, 0.911765, 0.677966, 
115.0, 0.797619, 0.500000, 0.910112, 0.627119, 0.920000, 1.000000, 0.654545, 0.661972, 0.924528, 0.911765, 0.661017, 
117.0, 0.791667, 0.500000, 0.910112, 0.627119, 0.920000, 1.000000, 0.636364, 0.647887, 0.924528, 0.911765, 0.644068, 
130.0, 0.785714, 0.500000, 0.898876, 0.627119, 0.906667, 1.000000, 0.636364, 0.647887, 0.905660, 0.897059, 0.644068, 
136.0, 0.779762, 0.466667, 0.898876, 0.610169, 0.906667, 1.000000, 0.618182, 0.633803, 0.905660, 0.897059, 0.627119, 
137.0, 0.773810, 0.466667, 0.898876, 0.593220, 0.906667, 1.000000, 0.618182, 0.633803, 0.905660, 0.897059, 0.627119, 
147.0, 0.767857, 0.466667, 0.887640, 0.593220, 0.893333, 1.000000, 0.618182, 0.633803, 0.886792, 0.882353, 0.627119, 
149.0, 0.755952, 0.466667, 0.865169, 0.593220, 0.866667, 0.969697, 0.618182, 0.633803, 0.849057, 0.852941, 0.627119, 
161.0, 0.750000, 0.466667, 0.865169, 0.576271, 0.866667, 0.969697, 0.618182, 0.633803, 0.849057, 0.838235, 0.627119, 
163.0, 0.744048, 0.466667, 0.865169, 0.559322, 0.866667, 0.969697, 0.600000, 0.619718, 0.849057, 0.838235, 0.610169, 
174.0, 0.738095, 0.433333, 0.865169, 0.542373, 0.866667, 0.969697, 0.600000, 0.619718, 0.849057, 0.838235, 0.610169, 
181.0, 0.732143, 0.433333, 0.865169, 0.525424, 0.866667, 0.969697, 0.581818, 0.605634, 0.849057, 0.838235, 0.593220, 
182.0, 0.726190, 0.433333, 0.865169, 0.508475, 0.866667, 0.969697, 0.581818, 0.591549, 0.849057, 0.838235, 0.593220, 
191.0, 0.720238, 0.433333, 0.853933, 0.508475, 0.866667, 0.969697, 0.563636, 0.577465, 0.849057, 0.838235, 0.576271, 
196.0, 0.714286, 0.433333, 0.853933, 0.508475, 0.866667, 0.969697, 0.545455, 0.563380, 0.849057, 0.838235, 0.559322, 
200.0, 0.708333, 0.433333, 0.842697, 0.508475, 0.853333, 0.969697, 0.545455, 0.563380, 0.849057, 0.823529, 0.559322, 
202.0, 0.702381, 0.400000, 0.842697, 0.491525, 0.853333, 0.969697, 0.527273, 0.549296, 0.849057, 0.823529, 0.542373, 
214.0, 0.696429, 0.400000, 0.831461, 0.491525, 0.840000, 0.969697, 0.527273, 0.549296, 0.849057, 0.823529, 0.542373, 
224.0, 0.690476, 0.366667, 0.831461, 0.474576, 0.840000, 0.969697, 0.527273, 0.549296, 0.849057, 0.823529, 0.542373, 
236.0, 0.684524, 0.366667, 0.820225, 0.474576, 0.840000, 0.969697, 0.527273, 0.535211, 0.849057, 0.823529, 0.542373, 
246.0, 0.678571, 0.333333, 0.820225, 0.457627, 0.840000, 0.969697, 0.509091, 0.521127, 0.849057, 0.823529, 0.525424, 
261.0, 0.672619, 0.333333, 0.808989, 0.457627, 0.826667, 0.969697, 0.509091, 0.521127, 0.849057, 0.808824, 0.525424, 
290.0, 0.666667, 0.333333, 0.808989, 0.457627, 0.813333, 0.969697, 0.509091, 0.521127, 0.849057, 0.808824, 0.525424, 
306.0, 0.660714, 0.333333, 0.797753, 0.457627, 0.800000, 0.969697, 0.509091, 0.521127, 0.830189, 0.794118, 0.525424, 
321.0, 0.654762, 0.333333, 0.797753, 0.440678, 0.800000, 0.969697, 0.509091, 0.521127, 0.830189, 0.794118, 0.525424, 
330.0, 0.648810, 0.333333, 0.786517, 0.440678, 0.800000, 0.969697, 0.490909, 0.507042, 0.830189, 0.794118, 0.508475, 
382.0, 0.642857, 0.333333, 0.775281, 0.440678, 0.786667, 0.969697, 0.490909, 0.507042, 0.811321, 0.779412, 0.508475, 
385.0, 0.630952, 0.333333, 0.752809, 0.440678, 0.760000, 0.969697, 0.490909, 0.507042, 0.811321, 0.764706, 0.508475, 
397.0, 0.625000, 0.333333, 0.741573, 0.440678, 0.746667, 0.969697, 0.490909, 0.507042, 0.811321, 0.764706, 0.508475, 
403.0, 0.619048, 0.333333, 0.730337, 0.440678, 0.733333, 0.969697, 0.490909, 0.507042, 0.811321, 0.764706, 0.508475, 
413.0, 0.613095, 0.333333, 0.719101, 0.440678, 0.733333, 0.969697, 0.472727, 0.492958, 0.811321, 0.764706, 0.491525, 
421.0, 0.607143, 0.333333, 0.719101, 0.423729, 0.733333, 0.969697, 0.454545, 0.478873, 0.811321, 0.764706, 0.474576, 
433.0, 0.607143, 0.333333, 0.719101, 0.423729, 0.733333, 0.969697, 0.454545, 0.478873, 0.811321, 0.764706, 0.474576, 
435.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
445.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
452.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
454.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
458.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
472.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
494.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
511.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
531.0, 0.595120, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.436364, 0.450704, 0.811321, 0.764706, 0.457627, 
534.0, 0.588580, 0.300000, 0.707687, 0.406780, 0.733333, 0.969697, 0.417391, 0.435681, 0.811321, 0.764706, 0.439322, 
576.0, 0.582041, 0.300000, 0.695271, 0.406780, 0.733333, 0.969697, 0.398419, 0.420657, 0.811321, 0.764706, 0.421017, 
580.0, 0.582041, 0.300000, 0.695271, 0.406780, 0.733333, 0.969697, 0.398419, 0.420657, 0.811321, 0.764706, 0.421017, 
599.0, 0.582041, 0.300000, 0.695271, 0.406780, 0.733333, 0.969697, 0.398419, 0.420657, 0.811321, 0.764706, 0.421017, 
634.0, 0.575351, 0.257143, 0.695271, 0.386441, 0.733333, 0.969697, 0.379447, 0.405634, 0.811321, 0.764706, 0.402712, 
671.0, 0.575351, 0.257143, 0.695271, 0.386441, 0.733333, 0.969697, 0.379447, 0.405634, 0.811321, 0.764706, 0.402712, 
672.0, 0.568582, 0.257143, 0.682396, 0.386441, 0.717730, 0.935065, 0.379447, 0.405634, 0.789970, 0.748082, 0.402712, 
676.0, 0.568582, 0.257143, 0.682396, 0.386441, 0.717730, 0.935065, 0.379447, 0.405634, 0.789970, 0.748082, 0.402712, 
704.0, 0.568582, 0.257143, 0.682396, 0.386441, 0.717730, 0.935065, 0.379447, 0.405634, 0.789970, 0.748082, 0.402712, 
718.0, 0.568582, 0.257143, 0.682396, 0.386441, 0.717730, 0.935065, 0.379447, 0.405634, 0.789970, 0.748082, 0.402712, 
745.0, 0.561562, 0.257143, 0.669273, 0.386441, 0.701781, 0.935065, 0.379447, 0.405634, 0.768027, 0.731080, 0.402712, 
754.0, 0.561562, 0.257143, 0.669273, 0.386441, 0.701781, 0.935065, 0.379447, 0.405634, 0.768027, 0.731080, 0.402712, 
766.0, 0.561562, 0.257143, 0.669273, 0.386441, 0.701781, 0.935065, 0.379447, 0.405634, 0.768027, 0.731080, 0.402712, 
767.0, 0.561562, 0.257143, 0.669273, 0.386441, 0.701781, 0.935065, 0.379447, 0.405634, 0.768027, 0.731080, 0.402712, 
824.0, 0.561562, 0.257143, 0.669273, 0.386441, 0.701781, 0.935065, 0.379447, 0.405634, 0.768027, 0.731080, 0.402712, 
