id,distance,n_actions
0,0.047619,1
1,0.050125,2
2,0.047619,1
3,0.047619,1
4,0.047619,1
5,0.002506,1
6,0.047619,1
7,0.047619,1
8,0.047619,1
9,0.047619,1
10,0.047619,1
11,0.047619,1
12,0.052632,2
13,0.047619,1
14,0.047619,1
15,0.047619,1
16,0.047619,1
17,0.047619,1
18,0.048980,2
19,0.047619,1
20,0.047619,1
21,0.052632,2
22,0.047619,1
23,0.052632,2
24,0.047619,1
25,0.047619,1
26,0.099320,3
27,0.047619,1
28,0.047619,1
29,0.052632,2
30,0.047619,1
31,0.051701,2
32,0.047619,1
33,0.047619,1
34,0.050125,2
35,0.123129,4
36,0.047619,1
37,0.050125,2
38,0.047619,1
39,0.047619,1
40,0.052632,2
41,0.052632,2
42,0.052632,2
43,0.052632,2
44,0.052632,2
45,0.052632,2
46,0.050340,2
47,0.052632,2
48,0.055782,2
49,0.047619,1
50,0.047619,1
51,0.047619,1
52,0.050125,2
53,0.047619,1
54,0.052632,2
55,0.050125,2
56,0.047619,1
57,0.047619,1
58,0.121769,4
59,0.047619,1
60,0.047619,1
61,0.047619,1
62,0.047619,1
63,0.047619,1
64,0.047619,1
65,0.047619,1
66,0.047619,1
67,0.047619,1
68,0.047619,1
69,0.047619,1
70,0.047619,1
71,0.047619,1
72,0.047619,1
73,0.047619,1
74,0.047619,1
75,0.047619,1
76,0.054422,2
77,0.047619,1
78,0.047619,1
79,0.052632,2
80,0.047619,1
81,0.121769,4
82,0.047619,1
83,0.047619,1
84,0.053061,2
85,0.047619,1
86,0.052632,2
87,0.052632,2
