time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.981524, 0.828571, 0.996622, 1.000000, 0.936170, 0.995000, 0.942857, 0.936170, 1.000000, 0.950000, 1.000000, 0.966387, 1.000000, 0.964912, 0.995025, 0.964497, 0.994048, 
2.0, 0.951501, 0.657143, 0.989865, 1.000000, 0.914894, 0.985000, 0.857143, 0.914894, 1.000000, 0.912500, 1.000000, 0.907563, 1.000000, 0.921053, 0.985075, 0.923077, 0.982143, 
3.0, 0.930716, 0.485714, 0.986486, 1.000000, 0.829787, 0.980000, 0.800000, 0.829787, 1.000000, 0.825000, 1.000000, 0.848739, 1.000000, 0.885965, 0.980100, 0.887574, 0.976190, 
4.0, 0.916859, 0.428571, 0.983108, 1.000000, 0.765957, 0.975000, 0.742857, 0.765957, 1.000000, 0.775000, 1.000000, 0.815126, 1.000000, 0.850877, 0.975124, 0.857988, 0.970238, 
5.0, 0.909931, 0.400000, 0.983108, 1.000000, 0.723404, 0.975000, 0.685714, 0.723404, 1.000000, 0.750000, 1.000000, 0.798319, 1.000000, 0.824561, 0.975124, 0.840237, 0.970238, 
6.0, 0.905312, 0.400000, 0.983108, 1.000000, 0.702128, 0.975000, 0.685714, 0.702128, 1.000000, 0.725000, 1.000000, 0.781513, 1.000000, 0.815789, 0.975124, 0.834320, 0.970238, 
7.0, 0.900693, 0.342857, 0.983108, 1.000000, 0.680851, 0.975000, 0.657143, 0.680851, 1.000000, 0.700000, 1.000000, 0.764706, 1.000000, 0.798246, 0.975124, 0.822485, 0.970238, 
8.0, 0.886836, 0.285714, 0.972973, 1.000000, 0.659574, 0.970000, 0.628571, 0.659574, 1.000000, 0.687500, 0.993421, 0.739496, 1.000000, 0.789474, 0.970149, 0.804734, 0.964286, 
9.0, 0.882217, 0.285714, 0.969595, 1.000000, 0.638298, 0.965000, 0.600000, 0.638298, 1.000000, 0.675000, 0.993421, 0.731092, 1.000000, 0.780702, 0.965174, 0.798817, 0.964286, 
10.0, 0.872979, 0.257143, 0.962838, 0.993289, 0.638298, 0.955000, 0.600000, 0.638298, 0.993377, 0.662500, 0.986842, 0.714286, 0.993377, 0.771930, 0.955224, 0.792899, 0.958333, 
11.0, 0.868360, 0.257143, 0.959459, 0.993289, 0.617021, 0.955000, 0.571429, 0.617021, 0.993377, 0.650000, 0.986842, 0.705882, 0.993377, 0.754386, 0.955224, 0.781065, 0.958333, 
12.0, 0.861432, 0.257143, 0.956081, 0.993289, 0.574468, 0.950000, 0.514286, 0.574468, 0.993377, 0.625000, 0.986842, 0.689076, 0.993377, 0.736842, 0.950249, 0.769231, 0.952381, 
13.0, 0.852194, 0.257143, 0.942568, 0.993289, 0.574468, 0.950000, 0.514286, 0.574468, 0.993377, 0.625000, 0.986842, 0.672269, 0.993377, 0.728070, 0.950249, 0.757396, 0.952381, 
14.0, 0.845266, 0.257143, 0.939189, 0.993289, 0.553191, 0.950000, 0.514286, 0.553191, 0.993377, 0.612500, 0.986842, 0.663866, 0.993377, 0.710526, 0.950249, 0.745562, 0.952381, 
15.0, 0.836028, 0.200000, 0.939189, 0.993289, 0.531915, 0.950000, 0.457143, 0.531915, 0.993377, 0.587500, 0.986842, 0.647059, 0.993377, 0.675439, 0.950249, 0.727811, 0.952381, 
16.0, 0.833718, 0.200000, 0.935811, 0.993289, 0.531915, 0.945000, 0.457143, 0.531915, 0.993377, 0.587500, 0.986842, 0.647059, 0.993377, 0.675439, 0.945274, 0.727811, 0.946429, 
17.0, 0.831409, 0.200000, 0.935811, 0.993289, 0.531915, 0.945000, 0.428571, 0.531915, 0.993377, 0.587500, 0.986842, 0.647059, 0.993377, 0.666667, 0.945274, 0.721893, 0.946429, 
18.0, 0.829099, 0.200000, 0.932432, 0.993289, 0.531915, 0.945000, 0.428571, 0.531915, 0.993377, 0.587500, 0.986842, 0.647059, 0.993377, 0.666667, 0.945274, 0.721893, 0.946429, 
19.0, 0.826790, 0.171429, 0.932432, 0.993289, 0.510638, 0.945000, 0.400000, 0.510638, 0.993377, 0.575000, 0.986842, 0.638655, 0.993377, 0.657895, 0.945274, 0.715976, 0.946429, 
20.0, 0.819861, 0.171429, 0.922297, 0.993289, 0.510638, 0.940000, 0.400000, 0.510638, 0.993377, 0.562500, 0.986842, 0.621849, 0.993377, 0.649123, 0.940299, 0.710059, 0.940476, 
21.0, 0.817552, 0.171429, 0.918919, 0.993289, 0.510638, 0.935000, 0.400000, 0.510638, 0.993377, 0.562500, 0.986842, 0.621849, 0.993377, 0.649123, 0.935323, 0.710059, 0.940476, 
22.0, 0.815242, 0.171429, 0.918919, 0.993289, 0.510638, 0.935000, 0.400000, 0.510638, 0.993377, 0.562500, 0.986842, 0.621849, 0.993377, 0.649123, 0.935323, 0.710059, 0.940476, 
23.0, 0.810624, 0.171429, 0.918919, 0.993289, 0.510638, 0.930000, 0.400000, 0.510638, 0.993377, 0.550000, 0.986842, 0.613445, 0.993377, 0.640351, 0.930348, 0.704142, 0.934524, 
27.0, 0.808314, 0.171429, 0.915541, 0.993289, 0.510638, 0.930000, 0.400000, 0.510638, 0.993377, 0.550000, 0.986842, 0.605042, 0.993377, 0.640351, 0.930348, 0.704142, 0.934524, 
28.0, 0.806005, 0.142857, 0.915541, 0.993289, 0.510638, 0.925000, 0.400000, 0.510638, 0.993377, 0.550000, 0.986842, 0.605042, 0.993377, 0.640351, 0.925373, 0.704142, 0.934524, 
30.0, 0.803695, 0.142857, 0.912162, 0.993289, 0.510638, 0.925000, 0.400000, 0.510638, 0.993377, 0.550000, 0.986842, 0.605042, 0.993377, 0.640351, 0.925373, 0.704142, 0.934524, 
38.0, 0.801386, 0.142857, 0.912162, 0.993289, 0.510638, 0.925000, 0.400000, 0.510638, 0.993377, 0.550000, 0.986842, 0.596639, 0.993377, 0.640351, 0.925373, 0.698225, 0.934524, 
43.0, 0.796767, 0.142857, 0.905405, 0.986577, 0.510638, 0.920000, 0.400000, 0.510638, 0.986755, 0.550000, 0.980263, 0.588235, 0.986755, 0.640351, 0.920398, 0.698225, 0.928571, 
44.0, 0.794457, 0.142857, 0.902027, 0.979866, 0.510638, 0.915000, 0.400000, 0.510638, 0.980132, 0.550000, 0.973684, 0.588235, 0.980132, 0.640351, 0.915423, 0.698225, 0.922619, 
48.0, 0.792148, 0.114286, 0.902027, 0.979866, 0.489362, 0.915000, 0.400000, 0.489362, 0.980132, 0.537500, 0.973684, 0.579832, 0.980132, 0.631579, 0.915423, 0.692308, 0.922619, 
49.0, 0.789838, 0.114286, 0.898649, 0.979866, 0.489362, 0.910000, 0.400000, 0.489362, 0.980132, 0.537500, 0.973684, 0.579832, 0.980132, 0.631579, 0.910448, 0.692308, 0.916667, 
53.0, 0.787529, 0.114286, 0.898649, 0.979866, 0.468085, 0.910000, 0.400000, 0.468085, 0.980132, 0.525000, 0.973684, 0.571429, 0.980132, 0.622807, 0.910448, 0.686391, 0.916667, 
