id,p
0,0.054975
1,0.040957
2,0.454794
3,0.054975
4,0.030157
5,0.002544
6,0.454794
7,0.007881
8,0.123923
9,0.030157
10,0.454794
11,0.158712
12,0.040957
13,0.454794
14,0.011219
15,0.003753
16,0.123923
17,0.123923
18,0.003753
19,0.158712
20,0.200867
21,1.000000
22,0.200867
23,1.000000
24,0.123923
25,0.454794
26,0.072932
27,0.001704
28,0.095627
29,1.000000
30,0.030157
31,0.454794
32,0.054975
33,0.310206
34,1.000000
35,0.072932
36,0.003753
37,1.000000
38,1.000000
39,1.000000
40,1.000000
41,0.030157
42,0.454794
