id,left,right
0,3,23
1,19,21
2,98,21
3,73,21
4,73,21
5,18,21
6,0,21
7,73,21
8,24,21
9,50,23
10,7,21
11,10,23
12,67,21
13,39,21
14,73,21
15,51,21
16,39,21
17,24,21
18,51,21
19,51,21
20,22,21
21,24,21
22,30,21
23,6,21
24,51,23
25,73,21
26,73,21
27,23,23
28,114,23
29,14,23
30,24,21
31,17,21
32,51,23
33,10,21
34,51,21
35,3,23
36,1,21
37,51,21
38,23,21
39,73,21
40,2,21
41,51,21
42,114,23
43,19,21
44,51,21
45,50,23
46,3,21
47,2,21
48,1,21
49,114,23
50,51,21
51,98,21
52,12,23
53,4,21
54,24,21
55,10,21
56,73,21
