time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, 
1.0, 0.982222, 0.950000, 0.994737, 0.957746, 1.000000, 0.951456, 0.994595, 0.958678, 0.994565, 0.964789, 0.994595, 0.974227, 0.989899, 0.994792, 0.888889, 0.982558, 1.000000, 
2.0, 0.971111, 0.900000, 0.994737, 0.929577, 1.000000, 0.932039, 0.994595, 0.925620, 0.994565, 0.936620, 0.994595, 0.948454, 0.989899, 0.994792, 0.844444, 0.970930, 1.000000, 
3.0, 0.964444, 0.850000, 0.994737, 0.887324, 1.000000, 0.902913, 0.994595, 0.900826, 0.994565, 0.915493, 0.994595, 0.932990, 0.989899, 0.994792, 0.800000, 0.953488, 1.000000, 
4.0, 0.960000, 0.825000, 0.994737, 0.873239, 1.000000, 0.893204, 0.994595, 0.900826, 0.994565, 0.915493, 0.994595, 0.927835, 0.989899, 0.994792, 0.777778, 0.953488, 1.000000, 
5.0, 0.955556, 0.825000, 0.994737, 0.873239, 1.000000, 0.883495, 0.994595, 0.884298, 0.994565, 0.901408, 0.994595, 0.917526, 0.989899, 0.994792, 0.777778, 0.947674, 1.000000, 
6.0, 0.944444, 0.750000, 0.989474, 0.845070, 1.000000, 0.854369, 0.994595, 0.851240, 0.994565, 0.873239, 0.994595, 0.896907, 0.984848, 0.994792, 0.733333, 0.930233, 1.000000, 
7.0, 0.931111, 0.700000, 0.989474, 0.802817, 1.000000, 0.815534, 0.994595, 0.826446, 0.994565, 0.845070, 0.994595, 0.871134, 0.979798, 0.994792, 0.688889, 0.906977, 1.000000, 
10.0, 0.924444, 0.700000, 0.989474, 0.788732, 1.000000, 0.805825, 0.994595, 0.801653, 0.994565, 0.823944, 0.994595, 0.855670, 0.979798, 0.994792, 0.688889, 0.901163, 1.000000, 
11.0, 0.920000, 0.650000, 0.989474, 0.760563, 1.000000, 0.786408, 0.994595, 0.785124, 0.994565, 0.809859, 0.994595, 0.845361, 0.979798, 0.994792, 0.644444, 0.889535, 1.000000, 
14.0, 0.915556, 0.600000, 0.989474, 0.732394, 1.000000, 0.766990, 0.994595, 0.768595, 0.994565, 0.795775, 0.994595, 0.835052, 0.979798, 0.994792, 0.622222, 0.883721, 1.000000, 
16.0, 0.913333, 0.575000, 0.989474, 0.718310, 1.000000, 0.757282, 0.994595, 0.760331, 0.994565, 0.788732, 0.994595, 0.829897, 0.979798, 0.994792, 0.600000, 0.877907, 1.000000, 
17.0, 0.908889, 0.575000, 0.984211, 0.718310, 0.993827, 0.757282, 0.989189, 0.752066, 0.989130, 0.781690, 0.989189, 0.824742, 0.974747, 0.994792, 0.600000, 0.877907, 1.000000, 
18.0, 0.902222, 0.575000, 0.973684, 0.704225, 0.987654, 0.747573, 0.983784, 0.752066, 0.983696, 0.781690, 0.983784, 0.819588, 0.964646, 0.989583, 0.600000, 0.872093, 0.989362, 
19.0, 0.895556, 0.500000, 0.973684, 0.661972, 0.987654, 0.718447, 0.983784, 0.727273, 0.983696, 0.760563, 0.983784, 0.804124, 0.964646, 0.989583, 0.533333, 0.860465, 0.989362, 
20.0, 0.891111, 0.475000, 0.968421, 0.647887, 0.987654, 0.708738, 0.983784, 0.719008, 0.983696, 0.753521, 0.983784, 0.798969, 0.959596, 0.989583, 0.511111, 0.848837, 0.989362, 
22.0, 0.886667, 0.450000, 0.968421, 0.633803, 0.987654, 0.699029, 0.983784, 0.710744, 0.983696, 0.746479, 0.983784, 0.793814, 0.959596, 0.989583, 0.488889, 0.837209, 0.989362, 
26.0, 0.884444, 0.450000, 0.968421, 0.619718, 0.987654, 0.689320, 0.983784, 0.702479, 0.983696, 0.739437, 0.983784, 0.788660, 0.959596, 0.989583, 0.488889, 0.831395, 0.989362, 
32.0, 0.880000, 0.450000, 0.963158, 0.619718, 0.981481, 0.689320, 0.978378, 0.702479, 0.978261, 0.739437, 0.978378, 0.788660, 0.954545, 0.984375, 0.488889, 0.825581, 0.989362, 
33.0, 0.875556, 0.425000, 0.963158, 0.605634, 0.981481, 0.669903, 0.978378, 0.685950, 0.978261, 0.725352, 0.978378, 0.778351, 0.954545, 0.984375, 0.488889, 0.819767, 0.989362, 
34.0, 0.873333, 0.425000, 0.963158, 0.591549, 0.981481, 0.660194, 0.978378, 0.677686, 0.978261, 0.718310, 0.978378, 0.773196, 0.954545, 0.984375, 0.488889, 0.813953, 0.989362, 
37.0, 0.871111, 0.425000, 0.963158, 0.591549, 0.981481, 0.650485, 0.978378, 0.677686, 0.978261, 0.718310, 0.978378, 0.768041, 0.954545, 0.984375, 0.488889, 0.813953, 0.989362, 
42.0, 0.868889, 0.425000, 0.963158, 0.591549, 0.981481, 0.650485, 0.978378, 0.669421, 0.978261, 0.711268, 0.978378, 0.762887, 0.954545, 0.984375, 0.488889, 0.808140, 0.989362, 
46.0, 0.866667, 0.425000, 0.963158, 0.591549, 0.981481, 0.650485, 0.978378, 0.669421, 0.978261, 0.711268, 0.978378, 0.762887, 0.954545, 0.979167, 0.488889, 0.808140, 0.989362, 
49.0, 0.864444, 0.425000, 0.963158, 0.577465, 0.981481, 0.640777, 0.978378, 0.661157, 0.978261, 0.704225, 0.978378, 0.757732, 0.954545, 0.979167, 0.488889, 0.802326, 0.989362, 
52.0, 0.862222, 0.425000, 0.963158, 0.577465, 0.981481, 0.631068, 0.978378, 0.652893, 0.978261, 0.697183, 0.978378, 0.752577, 0.954545, 0.979167, 0.488889, 0.796512, 0.989362, 
53.0, 0.860000, 0.425000, 0.957895, 0.577465, 0.981481, 0.631068, 0.972973, 0.652893, 0.972826, 0.697183, 0.972973, 0.752577, 0.949495, 0.973958, 0.488889, 0.790698, 0.989362, 
55.0, 0.857778, 0.425000, 0.957895, 0.577465, 0.981481, 0.631068, 0.972973, 0.652893, 0.972826, 0.697183, 0.972973, 0.752577, 0.949495, 0.973958, 0.488889, 0.784884, 0.989362, 
57.0, 0.853333, 0.425000, 0.957895, 0.577465, 0.981481, 0.621359, 0.972973, 0.644628, 0.972826, 0.683099, 0.972973, 0.742268, 0.949495, 0.973958, 0.488889, 0.773256, 0.989362, 
60.0, 0.851111, 0.425000, 0.957895, 0.577465, 0.981481, 0.611650, 0.972973, 0.636364, 0.972826, 0.676056, 0.972973, 0.737113, 0.949495, 0.973958, 0.488889, 0.767442, 0.989362, 
61.0, 0.848889, 0.425000, 0.957895, 0.577465, 0.981481, 0.611650, 0.972973, 0.636364, 0.972826, 0.676056, 0.972973, 0.737113, 0.949495, 0.973958, 0.488889, 0.767442, 0.989362, 
62.0, 0.846667, 0.425000, 0.957895, 0.577465, 0.981481, 0.601942, 0.972973, 0.628099, 0.972826, 0.669014, 0.972973, 0.731959, 0.949495, 0.973958, 0.466667, 0.761628, 0.989362, 
64.0, 0.842222, 0.400000, 0.952632, 0.563380, 0.975309, 0.592233, 0.967568, 0.619835, 0.967391, 0.661972, 0.967568, 0.726804, 0.944444, 0.968750, 0.444444, 0.755814, 0.989362, 
69.0, 0.840000, 0.400000, 0.952632, 0.563380, 0.975309, 0.592233, 0.967568, 0.619835, 0.967391, 0.661972, 0.967568, 0.726804, 0.944444, 0.968750, 0.444444, 0.755814, 0.989362, 
76.0, 0.837778, 0.400000, 0.952632, 0.563380, 0.975309, 0.592233, 0.967568, 0.619835, 0.967391, 0.661972, 0.967568, 0.726804, 0.944444, 0.968750, 0.444444, 0.750000, 0.989362, 
81.0, 0.835556, 0.400000, 0.952632, 0.563380, 0.975309, 0.592233, 0.967568, 0.611570, 0.967391, 0.654930, 0.967568, 0.721649, 0.944444, 0.968750, 0.444444, 0.744186, 0.989362, 
88.0, 0.833333, 0.400000, 0.952632, 0.563380, 0.975309, 0.592233, 0.967568, 0.603306, 0.967391, 0.647887, 0.967568, 0.716495, 0.944444, 0.968750, 0.444444, 0.738372, 0.989362, 
91.0, 0.831111, 0.400000, 0.952632, 0.563380, 0.975309, 0.592233, 0.967568, 0.603306, 0.967391, 0.647887, 0.967568, 0.716495, 0.944444, 0.968750, 0.444444, 0.732558, 0.989362, 
93.0, 0.828889, 0.400000, 0.952632, 0.549296, 0.975309, 0.582524, 0.967568, 0.595041, 0.967391, 0.640845, 0.967568, 0.711340, 0.944444, 0.968750, 0.444444, 0.726744, 0.989362, 
95.0, 0.826667, 0.400000, 0.952632, 0.549296, 0.975309, 0.582524, 0.967568, 0.595041, 0.967391, 0.640845, 0.967568, 0.711340, 0.944444, 0.968750, 0.444444, 0.726744, 0.989362, 
97.0, 0.824444, 0.400000, 0.952632, 0.549296, 0.975309, 0.582524, 0.967568, 0.595041, 0.967391, 0.633803, 0.967568, 0.706186, 0.944444, 0.968750, 0.444444, 0.720930, 0.989362, 
100.0, 0.822222, 0.400000, 0.952632, 0.549296, 0.975309, 0.582524, 0.967568, 0.595041, 0.967391, 0.626761, 0.967568, 0.701031, 0.944444, 0.968750, 0.444444, 0.715116, 0.989362, 
101.0, 0.820000, 0.400000, 0.952632, 0.549296, 0.975309, 0.582524, 0.967568, 0.595041, 0.967391, 0.619718, 0.967568, 0.695876, 0.944444, 0.968750, 0.444444, 0.709302, 0.989362, 
108.0, 0.817778, 0.400000, 0.952632, 0.549296, 0.975309, 0.572816, 0.967568, 0.586777, 0.967391, 0.612676, 0.967568, 0.690722, 0.944444, 0.968750, 0.444444, 0.703488, 0.989362, 
109.0, 0.815556, 0.375000, 0.952632, 0.535211, 0.975309, 0.563107, 0.967568, 0.578512, 0.967391, 0.612676, 0.967568, 0.685567, 0.944444, 0.968750, 0.444444, 0.703488, 0.989362, 
