id,p
0,0.000850
1,0.000850
2,0.005832
3,0.000850
4,0.002994
5,0.005832
6,0.005377
7,0.000850
8,0.000850
9,0.002994
10,0.000850
11,0.000850
12,0.005377
13,0.009386
14,0.000850
15,0.000850
16,0.000850
17,0.000850
18,0.000423
19,0.000850
20,0.000850
21,0.000850
22,0.002994
23,0.000850
24,0.000850
25,0.000850
26,0.000850
27,0.005377
28,0.002994
29,0.005377
30,0.000850
31,0.005377
32,0.015922
33,0.000850
34,0.000850
35,0.000850
36,0.003175
37,0.000850
38,0.000850
39,0.002994
40,0.005832
41,0.000850
42,0.000850
43,0.005377
44,0.000850
45,0.000850
46,0.000850
47,0.000850
48,0.000850
49,0.000850
50,0.000850
51,0.000850
52,0.000850
53,0.000850
54,0.003175
55,0.000850
56,0.009386
57,0.000850
58,0.000850
59,0.000850
60,0.000850
61,0.000850
62,0.000850
63,0.000850
64,0.000850
65,0.005377
66,0.000850
67,0.000850
68,0.000850
69,0.000850
70,0.005377
71,0.002994
72,0.000850
73,0.005377
74,0.000850
75,0.000850
76,0.000850
77,0.002994
78,0.015922
79,0.000850
80,0.001619
81,0.000850
82,0.000850
83,0.000850
84,0.002994
85,0.003175
86,0.000850
87,0.005832
88,0.000850
89,0.000850
90,0.000850
91,0.005832
92,0.000850
93,0.005832
94,0.000850
95,0.005832
96,0.000850
97,0.000850
98,0.000850
99,0.000850
