id,distance,n_actions
0,0.032160,2
1,0.033543,3
2,0.048255,3
3,0.023638,1
4,0.039284,2
5,0.041893,3
6,0.043605,2
7,0.039349,2
8,0.037195,2
9,0.030939,3
10,0.030709,2
11,0.039902,2
12,0.039579,3
13,0.024840,1
14,0.042143,2
15,0.004552,1
16,0.025577,3
17,0.082186,3
18,0.028954,3
19,0.031683,2
20,0.045932,3
21,0.078528,3
22,0.030849,1
23,0.014423,1
24,0.036556,2
25,0.036623,3
26,0.042381,2
27,0.029157,3
28,0.039270,3
29,0.035993,2
30,0.020433,1
31,0.019225,1
32,0.017489,1
33,0.013524,2
34,0.040302,2
35,0.042165,2
36,0.023757,2
37,0.035993,2
38,0.041897,3
39,0.026399,2
40,0.039588,2
41,0.010817,1
42,0.044699,1
43,0.028651,2
44,0.027828,2
45,0.014022,1
46,0.039663,2
47,0.042956,3
48,0.040086,2
49,0.034455,1
