id,distance,n_actions
0,0.118681,3
1,0.030138,2
2,0.122435,3
3,0.044098,2
4,0.112939,3
5,0.122903,3
6,0.116711,3
7,0.113506,3
8,0.116696,3
9,0.127719,4
10,0.056505,2
11,0.111627,3
12,0.095309,4
13,0.115491,3
14,0.108898,3
15,0.121659,3
16,0.117426,3
17,0.105991,2
18,0.012604,2
19,0.043844,2
20,0.107976,3
21,0.024970,3
22,0.128749,3
23,0.108259,3
24,0.029989,2
25,0.151056,3
26,0.152060,4
27,0.061849,3
28,0.121067,3
29,0.119745,3
30,0.088727,3
31,0.059704,2
32,0.040470,2
33,0.063392,3
34,0.028720,2
35,0.016720,2
36,0.119179,3
37,0.056133,2
38,0.041643,3
39,0.141794,3
40,0.111735,3
41,0.053385,2
42,0.109660,3
43,0.157249,3
44,0.103935,3
45,0.054354,2
46,0.152499,3
47,0.142219,3
48,0.161149,3
49,0.080112,3
50,0.139312,2
51,0.038921,2
52,0.145906,3
53,0.095013,3
54,0.110954,3
55,0.144488,3
56,0.026993,2
