id,p
0,0.040957
1,0.005471
2,0.054975
3,0.040957
4,0.040957
5,1.000000
6,0.021946
7,0.054975
8,0.095627
9,0.007881
10,0.054975
11,0.040957
12,0.095627
13,0.095627
14,0.007881
15,0.095627
16,0.095627
17,0.002544
18,0.378197
19,0.095627
20,0.054975
21,0.095627
22,0.054975
23,0.054975
24,0.054975
25,0.095627
26,0.095627
27,0.095627
28,0.095627
29,0.095627
30,0.054975
31,0.095627
32,0.095627
33,0.378197
34,0.378197
35,0.005471
36,0.007881
37,0.030157
38,0.007881
39,0.021946
40,0.021946
41,0.095627
42,0.095627
43,0.021946
