time, entire-set, r1_l, r1_r, r2_l, r2_r, 
37.0, 0.988889, 1.000000, 0.977273, 0.966667, 1.000000, 
40.0, 0.977778, 1.000000, 0.977273, 0.966667, 1.000000, 
46.0, 0.966667, 1.000000, 0.954545, 0.933333, 1.000000, 
49.0, 0.955556, 1.000000, 0.931818, 0.900000, 1.000000, 
55.0, 0.944444, 1.000000, 0.909091, 0.866667, 1.000000, 
63.0, 0.933333, 1.000000, 0.886364, 0.833333, 1.000000, 
64.0, 0.922222, 1.000000, 0.863636, 0.800000, 1.000000, 
67.0, 0.900000, 1.000000, 0.840909, 0.766667, 1.000000, 
69.0, 0.888889, 1.000000, 0.818182, 0.766667, 0.972973, 
75.0, 0.877778, 1.000000, 0.795455, 0.766667, 0.945946, 
77.0, 0.866667, 0.966667, 0.795455, 0.766667, 0.918919, 
78.0, 0.855556, 0.966667, 0.795455, 0.766667, 0.918919, 
83.0, 0.844444, 0.966667, 0.772727, 0.733333, 0.918919, 
86.0, 0.833333, 0.966667, 0.750000, 0.700000, 0.918919, 
87.0, 0.822222, 0.966667, 0.727273, 0.700000, 0.918919, 
89.0, 0.811111, 0.933333, 0.727273, 0.700000, 0.891892, 
94.0, 0.800000, 0.933333, 0.704545, 0.700000, 0.864865, 
100.0, 0.788889, 0.900000, 0.704545, 0.700000, 0.837838, 
102.0, 0.777778, 0.900000, 0.681818, 0.666667, 0.837838, 
103.0, 0.766667, 0.900000, 0.681818, 0.633333, 0.837838, 
104.0, 0.744444, 0.900000, 0.636364, 0.600000, 0.837838, 
107.0, 0.733333, 0.900000, 0.613636, 0.566667, 0.837838, 
108.0, 0.722222, 0.900000, 0.590909, 0.533333, 0.837838, 
111.0, 0.700000, 0.866667, 0.568182, 0.500000, 0.810811, 
114.0, 0.688889, 0.866667, 0.545455, 0.466667, 0.810811, 
117.0, 0.666667, 0.866667, 0.522727, 0.466667, 0.810811, 
118.0, 0.644444, 0.866667, 0.500000, 0.466667, 0.810811, 
119.0, 0.622222, 0.833333, 0.477273, 0.433333, 0.783784, 
121.0, 0.611111, 0.833333, 0.454545, 0.400000, 0.783784, 
123.0, 0.600000, 0.833333, 0.431818, 0.366667, 0.783784, 
125.0, 0.588889, 0.833333, 0.431818, 0.366667, 0.756757, 
129.0, 0.577778, 0.833333, 0.409091, 0.366667, 0.729730, 
132.0, 0.566667, 0.800000, 0.409091, 0.366667, 0.702703, 
136.0, 0.555556, 0.800000, 0.409091, 0.366667, 0.702703, 
143.0, 0.544444, 0.800000, 0.409091, 0.366667, 0.702703, 
145.0, 0.522222, 0.800000, 0.363636, 0.300000, 0.702703, 
146.0, 0.511111, 0.800000, 0.340909, 0.266667, 0.702703, 
148.0, 0.500000, 0.800000, 0.318182, 0.266667, 0.702703, 
154.0, 0.488889, 0.766667, 0.318182, 0.266667, 0.675676, 
157.0, 0.455556, 0.733333, 0.295455, 0.200000, 0.648649, 
161.0, 0.444444, 0.733333, 0.272727, 0.166667, 0.648649, 
167.0, 0.433333, 0.733333, 0.250000, 0.166667, 0.648649, 
168.0, 0.411111, 0.733333, 0.204545, 0.100000, 0.648649, 
169.0, 0.400000, 0.733333, 0.181818, 0.100000, 0.648649, 
173.0, 0.388889, 0.733333, 0.159091, 0.100000, 0.621622, 
178.0, 0.377778, 0.733333, 0.136364, 0.066667, 0.621622, 
179.0, 0.344444, 0.700000, 0.090909, 0.066667, 0.540541, 
181.0, 0.333333, 0.700000, 0.068182, 0.033333, 0.540541, 
185.0, 0.322222, 0.700000, 0.068182, 0.033333, 0.540541, 
187.0, 0.311111, 0.700000, 0.068182, 0.033333, 0.540541, 
190.0, 0.300000, 0.666667, 0.068182, 0.033333, 0.513514, 
191.0, 0.288889, 0.666667, 0.045455, 0.033333, 0.513514, 
202.0, 0.277778, 0.666667, 0.022727, 0.000000, 0.513514, 
205.0, 0.266667, 0.666667, 0.000000, 0.000000, 0.486486, 
206.0, 0.255556, 0.666667, 0.000000, 0.000000, 0.486486, 
210.0, 0.244444, 0.633333, 0.000000, 0.000000, 0.459459, 
212.0, 0.233333, 0.600000, 0.000000, 0.000000, 0.432432, 
217.0, 0.222222, 0.600000, 0.000000, 0.000000, 0.432432, 
223.0, 0.211111, 0.566667, 0.000000, 0.000000, 0.405405, 
229.0, 0.200000, 0.533333, 0.000000, 0.000000, 0.378378, 

