id,left,right
0,33,33
1,29,21
2,61,27
3,291,33
4,80,27
5,0,33
6,393,25
7,5,21
8,393,25
9,291,33
10,291,33
11,45,33
12,19,33
13,24,33
14,24,33
15,134,27
16,393,25
17,291,33
18,84,27
19,61,27
20,134,27
21,45,33
22,16,33
23,291,33
24,291,33
25,291,33
26,61,27
27,393,25
28,40,25
29,291,33
30,4,33
31,291,33
32,291,33
33,393,25
34,291,33
35,24,33
36,291,33
37,134,27
38,2,33
39,291,33
40,19,33
41,51,33
42,393,25
43,80,27
44,20,24
45,24,33
46,80,27
47,80,27
48,19,33
49,61,27
50,61,27
51,291,33
52,7,21
53,291,33
54,6,33
55,134,27
56,45,33
57,51,33
58,51,33
59,40,25
60,291,33
61,19,33
62,5,33
63,45,33
64,0,33
65,134,27
66,19,33
67,80,27
