time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
10.0, 0.994565, 0.967742, 1.000000, 0.984127, 1.000000, 0.986301, 1.000000, 1.000000, 0.967742, 
30.0, 0.989130, 0.967742, 0.989362, 0.984127, 0.987013, 0.986301, 0.987179, 0.983607, 0.967742, 
99.0, 0.983696, 0.967742, 0.989362, 0.968254, 0.987013, 0.986301, 0.987179, 0.983607, 0.967742, 
185.0, 0.978261, 0.935484, 0.989362, 0.952381, 0.987013, 0.972603, 0.987179, 0.983607, 0.967742, 
204.0, 0.972826, 0.903226, 0.989362, 0.936508, 0.987013, 0.958904, 0.987179, 0.983607, 0.967742, 
210.0, 0.967391, 0.870968, 0.989362, 0.920635, 0.987013, 0.945205, 0.987179, 0.983607, 0.935484, 
232.0, 0.961957, 0.870968, 0.989362, 0.904762, 0.987013, 0.931507, 0.987179, 0.983607, 0.935484, 
279.0, 0.956522, 0.838710, 0.989362, 0.888889, 0.987013, 0.917808, 0.987179, 0.983607, 0.903226, 
355.0, 0.951087, 0.838710, 0.978723, 0.888889, 0.987013, 0.904110, 0.987179, 0.983607, 0.903226, 
426.0, 0.945652, 0.806452, 0.978723, 0.873016, 0.987013, 0.890411, 0.987179, 0.983607, 0.870968, 
469.0, 0.940217, 0.806452, 0.978723, 0.857143, 0.987013, 0.890411, 0.987179, 0.983607, 0.870968, 
493.0, 0.934783, 0.774194, 0.978723, 0.841270, 0.987013, 0.876712, 0.987179, 0.983607, 0.838710, 
529.0, 0.929348, 0.741935, 0.978723, 0.825397, 0.987013, 0.863014, 0.987179, 0.983607, 0.838710, 
621.0, 0.923913, 0.709677, 0.978723, 0.809524, 0.987013, 0.849315, 0.987179, 0.983607, 0.806452, 
629.0, 0.918478, 0.677419, 0.978723, 0.793651, 0.987013, 0.835616, 0.987179, 0.983607, 0.774194, 
659.0, 0.913043, 0.645161, 0.978723, 0.777778, 0.987013, 0.821918, 0.987179, 0.983607, 0.741935, 
667.0, 0.907609, 0.612903, 0.978723, 0.761905, 0.987013, 0.808219, 0.987179, 0.983607, 0.709677, 
718.0, 0.902174, 0.612903, 0.978723, 0.761905, 0.987013, 0.794521, 0.987179, 0.983607, 0.709677, 
752.0, 0.896739, 0.580645, 0.978723, 0.746032, 0.987013, 0.780822, 0.987179, 0.983607, 0.709677, 
779.0, 0.891304, 0.548387, 0.978723, 0.730159, 0.987013, 0.767123, 0.987179, 0.983607, 0.709677, 
