time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
6.0, 0.994048, 1.000000, 0.991935, 0.977273, 1.000000, 1.000000, 1.000000, 1.000000, 0.978261, 
10.0, 0.988095, 0.966667, 0.991935, 0.954545, 1.000000, 1.000000, 1.000000, 1.000000, 0.978261, 
11.0, 0.982143, 0.966667, 0.983871, 0.931818, 1.000000, 1.000000, 0.983333, 0.984127, 0.978261, 
15.0, 0.976190, 0.933333, 0.983871, 0.909091, 1.000000, 1.000000, 0.966667, 0.968254, 0.978261, 
19.0, 0.970238, 0.900000, 0.983871, 0.886364, 1.000000, 1.000000, 0.950000, 0.952381, 0.978261, 
26.0, 0.964286, 0.900000, 0.983871, 0.863636, 1.000000, 1.000000, 0.950000, 0.952381, 0.978261, 
28.0, 0.952381, 0.900000, 0.967742, 0.863636, 0.988636, 1.000000, 0.933333, 0.936508, 0.956522, 
35.0, 0.946429, 0.900000, 0.959677, 0.863636, 0.988636, 1.000000, 0.933333, 0.936508, 0.956522, 
41.0, 0.928571, 0.866667, 0.951613, 0.818182, 0.977273, 1.000000, 0.916667, 0.904762, 0.934783, 
42.0, 0.922619, 0.833333, 0.951613, 0.795455, 0.977273, 1.000000, 0.900000, 0.888889, 0.934783, 
45.0, 0.916667, 0.800000, 0.951613, 0.772727, 0.977273, 1.000000, 0.883333, 0.888889, 0.934783, 
48.0, 0.904762, 0.766667, 0.943548, 0.750000, 0.977273, 1.000000, 0.866667, 0.873016, 0.934783, 
53.0, 0.898810, 0.733333, 0.943548, 0.727273, 0.977273, 1.000000, 0.850000, 0.857143, 0.934783, 
55.0, 0.892857, 0.733333, 0.943548, 0.727273, 0.977273, 1.000000, 0.833333, 0.841270, 0.934783, 
56.0, 0.886905, 0.700000, 0.943548, 0.727273, 0.977273, 1.000000, 0.833333, 0.841270, 0.934783, 
57.0, 0.880952, 0.666667, 0.943548, 0.704545, 0.977273, 1.000000, 0.816667, 0.825397, 0.934783, 
58.0, 0.875000, 0.633333, 0.943548, 0.704545, 0.977273, 1.000000, 0.800000, 0.809524, 0.934783, 
59.0, 0.869048, 0.633333, 0.935484, 0.704545, 0.965909, 1.000000, 0.800000, 0.809524, 0.913043, 
60.0, 0.857143, 0.633333, 0.927419, 0.659091, 0.965909, 1.000000, 0.766667, 0.777778, 0.913043, 
64.0, 0.851190, 0.600000, 0.927419, 0.636364, 0.965909, 1.000000, 0.750000, 0.761905, 0.913043, 
66.0, 0.845238, 0.600000, 0.919355, 0.613636, 0.965909, 1.000000, 0.733333, 0.746032, 0.913043, 
67.0, 0.839286, 0.600000, 0.911290, 0.613636, 0.954545, 1.000000, 0.733333, 0.746032, 0.891304, 
68.0, 0.833333, 0.566667, 0.911290, 0.613636, 0.943182, 1.000000, 0.716667, 0.730159, 0.891304, 
90.0, 0.827381, 0.566667, 0.903226, 0.613636, 0.943182, 1.000000, 0.716667, 0.714286, 0.891304, 
102.0, 0.821429, 0.566667, 0.895161, 0.613636, 0.943182, 1.000000, 0.716667, 0.698413, 0.891304, 
108.0, 0.815476, 0.566667, 0.887097, 0.590909, 0.943182, 1.000000, 0.700000, 0.698413, 0.891304, 
111.0, 0.809524, 0.533333, 0.887097, 0.590909, 0.943182, 1.000000, 0.700000, 0.698413, 0.891304, 
113.0, 0.803571, 0.533333, 0.879032, 0.590909, 0.931818, 0.978723, 0.700000, 0.698413, 0.891304, 
