attribute,value
SensorMeasure3,"(-inf, 1577.405>"
SensorMeasure3,"(1577.405, 1578.99>"
SensorMeasure3,"(1578.99, inf)"
SensorMeasure20,"(-inf, 38.825>"
SensorMeasure20,"(38.825, 38.955>"
SensorMeasure20,"(38.955, 39.095>"
SensorMeasure20,"(39.095, 39.25>"
SensorMeasure20,"(39.25, inf)"
SensorMeasure6,"(-inf, 21.605>"
SensorMeasure6,"(21.605, inf)"
SensorMeasure13,"(-inf, 2388.125>"
SensorMeasure13,"(2388.125, inf)"
OpSet2,"(-inf, -0.00045>"
OpSet2,"(-0.00045, inf)"
SensorMeasure11,"(-inf, 47.245000000000005>"
SensorMeasure11,"(47.245000000000005, inf)"
