time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, 
0.5, 0.990783, 1.000000, 0.942857, 0.971429, 1.000000, 0.969697, 1.000000, 0.979592, 1.000000, 
31.0, 0.986175, 1.000000, 0.942857, 0.942857, 1.000000, 0.954545, 1.000000, 0.969388, 1.000000, 
32.0, 0.981567, 1.000000, 0.942857, 0.942857, 1.000000, 0.954545, 1.000000, 0.969388, 1.000000, 
60.0, 0.976959, 1.000000, 0.914286, 0.914286, 1.000000, 0.939394, 1.000000, 0.959184, 1.000000, 
61.0, 0.967742, 1.000000, 0.857143, 0.857143, 1.000000, 0.909091, 1.000000, 0.938776, 1.000000, 
152.0, 0.963134, 1.000000, 0.857143, 0.857143, 1.000000, 0.909091, 1.000000, 0.938776, 1.000000, 
153.0, 0.958525, 1.000000, 0.828571, 0.857143, 1.000000, 0.893939, 1.000000, 0.928571, 1.000000, 
174.0, 0.953917, 1.000000, 0.828571, 0.857143, 1.000000, 0.893939, 1.000000, 0.928571, 1.000000, 
273.0, 0.949309, 1.000000, 0.828571, 0.828571, 1.000000, 0.878788, 1.000000, 0.918367, 1.000000, 
277.0, 0.944700, 1.000000, 0.800000, 0.800000, 1.000000, 0.863636, 1.000000, 0.908163, 1.000000, 
362.0, 0.940092, 0.987952, 0.800000, 0.800000, 1.000000, 0.863636, 1.000000, 0.908163, 1.000000, 
365.0, 0.935484, 0.987952, 0.771429, 0.771429, 1.000000, 0.848485, 1.000000, 0.897959, 1.000000, 
499.0, 0.930876, 0.987952, 0.771429, 0.742857, 1.000000, 0.833333, 1.000000, 0.887755, 1.000000, 
517.0, 0.926267, 0.987952, 0.771429, 0.742857, 1.000000, 0.833333, 1.000000, 0.877551, 1.000000, 
518.0, 0.917051, 0.987952, 0.742857, 0.714286, 1.000000, 0.803030, 1.000000, 0.857143, 1.000000, 
547.0, 0.907834, 0.987952, 0.685714, 0.657143, 1.000000, 0.772727, 1.000000, 0.836735, 1.000000, 
566.0, 0.903226, 0.987952, 0.657143, 0.657143, 1.000000, 0.757576, 1.000000, 0.826531, 1.000000, 
638.0, 0.898618, 0.987952, 0.657143, 0.628571, 1.000000, 0.742424, 1.000000, 0.816327, 1.000000, 
791.0, 0.894009, 0.987952, 0.628571, 0.600000, 1.000000, 0.727273, 1.000000, 0.806122, 1.000000, 
809.0, 0.889401, 0.987952, 0.628571, 0.600000, 1.000000, 0.727273, 1.000000, 0.806122, 1.000000, 
822.0, 0.884793, 0.987952, 0.628571, 0.600000, 1.000000, 0.727273, 1.000000, 0.806122, 1.000000, 
845.0, 0.880184, 0.987952, 0.628571, 0.571429, 1.000000, 0.712121, 1.000000, 0.795918, 1.000000, 
1005.0, 0.875576, 0.975904, 0.628571, 0.571429, 0.981481, 0.712121, 0.981481, 0.795918, 0.979592, 
1077.0, 0.870968, 0.975904, 0.628571, 0.571429, 0.981481, 0.712121, 0.981481, 0.795918, 0.979592, 
1249.0, 0.866359, 0.975904, 0.628571, 0.571429, 0.981481, 0.712121, 0.981481, 0.795918, 0.979592, 
1369.0, 0.861751, 0.975904, 0.628571, 0.542857, 0.981481, 0.696970, 0.981481, 0.785714, 0.979592, 
1392.0, 0.857143, 0.975904, 0.628571, 0.542857, 0.981481, 0.681818, 0.981481, 0.775510, 0.979592, 
1434.0, 0.852535, 0.975904, 0.600000, 0.514286, 0.981481, 0.666667, 0.981481, 0.765306, 0.979592, 
1492.0, 0.847926, 0.975904, 0.571429, 0.514286, 0.981481, 0.651515, 0.981481, 0.755102, 0.979592, 
1554.0, 0.843318, 0.975904, 0.571429, 0.514286, 0.981481, 0.651515, 0.981481, 0.755102, 0.979592, 
1625.0, 0.838710, 0.975904, 0.571429, 0.485714, 0.981481, 0.636364, 0.981481, 0.744898, 0.979592, 
1674.0, 0.834101, 0.975904, 0.542857, 0.485714, 0.981481, 0.621212, 0.981481, 0.734694, 0.979592, 
1706.0, 0.824885, 0.963855, 0.542857, 0.485714, 0.981481, 0.621212, 0.981481, 0.724490, 0.979592, 
1766.0, 0.820276, 0.951807, 0.542857, 0.485714, 0.981481, 0.621212, 0.981481, 0.724490, 0.979592, 
1767.0, 0.811060, 0.951807, 0.514286, 0.485714, 0.981481, 0.606061, 0.981481, 0.714286, 0.979592, 
1815.0, 0.806452, 0.951807, 0.514286, 0.485714, 0.981481, 0.606061, 0.981481, 0.704082, 0.979592, 
1826.0, 0.801843, 0.951807, 0.514286, 0.485714, 0.981481, 0.606061, 0.981481, 0.693878, 0.979592, 
1857.0, 0.797235, 0.951807, 0.514286, 0.485714, 0.981481, 0.590909, 0.981481, 0.683673, 0.979592, 
2006.0, 0.792627, 0.951807, 0.485714, 0.485714, 0.981481, 0.575758, 0.981481, 0.673469, 0.979592, 
2010.0, 0.788018, 0.951807, 0.485714, 0.485714, 0.981481, 0.575758, 0.981481, 0.663265, 0.979592, 
2099.0, 0.783410, 0.951807, 0.457143, 0.457143, 0.981481, 0.560606, 0.981481, 0.653061, 0.979592, 
2121.0, 0.778802, 0.951807, 0.457143, 0.457143, 0.981481, 0.560606, 0.981481, 0.653061, 0.979592, 
2223.0, 0.769585, 0.951807, 0.428571, 0.428571, 0.962963, 0.545455, 0.962963, 0.642857, 0.979592, 
2400.0, 0.764977, 0.951807, 0.428571, 0.400000, 0.962963, 0.530303, 0.962963, 0.632653, 0.979592, 
2403.0, 0.760369, 0.939759, 0.428571, 0.400000, 0.962963, 0.530303, 0.962963, 0.632653, 0.979592, 
2422.0, 0.755760, 0.939759, 0.400000, 0.371429, 0.962963, 0.515152, 0.962963, 0.622449, 0.979592, 
