id,p
0,0.009320
1,0.067148
2,0.009320
3,0.009320
4,0.067148
5,0.009320
6,0.009320
7,0.009320
8,0.009320
9,0.067148
10,0.009320
11,0.009320
12,0.009320
13,0.009320
14,0.009320
15,0.067148
16,0.067148
17,0.009320
18,0.067148
19,0.067148
20,0.009320
21,1.000000
22,0.009320
23,0.000046
24,0.009320
25,0.067148
26,0.009320
27,0.009320
28,0.067148
29,0.009320
30,0.009320
31,0.000046
32,0.009320
33,0.067148
34,0.009320
35,0.009320
36,0.067148
37,0.009320
38,0.067148
39,0.067148
40,0.009320
41,0.009320
42,1.000000
43,0.067148
44,0.009320
45,0.009320
46,0.009320
47,0.009320
48,0.009320
49,0.000046
