id,p
0,0.002112
1,0.000522
2,0.002112
3,0.000522
4,0.001068
5,0.000049
6,0.000246
7,0.000522
8,0.000246
9,0.000246
10,0.000522
11,0.002112
12,0.002112
13,0.000112
14,0.000522
15,0.000522
16,0.001068
17,0.000112
18,0.004037
19,0.002112
20,0.000246
21,0.002112
22,0.000246
23,0.002112
24,0.001068
25,0.002112
26,0.000246
27,0.000246
28,0.000522
29,0.000246
30,0.002112
31,0.000112
32,0.000246
33,0.001068
34,0.000112
35,0.001068
36,0.001068
37,0.000522
38,0.000246
39,0.000522
40,0.001068
41,0.007460
42,0.000112
43,0.004037
44,0.000246
45,0.002112
46,0.004037
47,0.000112
48,0.001068
49,0.002112
50,0.001068
51,0.000246
52,0.021967
53,0.000112
54,0.001068
55,0.000522
56,0.000522
57,0.000246
58,0.000049
59,0.002112
60,0.000112
61,0.000522
62,0.000246
63,0.000246
64,0.002112
65,0.000522
66,0.000246
67,0.002112
68,0.001068
69,0.000522
70,0.000112
71,0.002112
72,0.000112
73,0.004037
74,0.000246
75,0.000112
76,0.000112
77,0.000522
78,0.000246
79,0.001068
80,0.001068
81,0.000049
82,0.001068
83,0.000112
84,0.000112
85,0.002112
86,0.000246
87,0.001068
88,0.000246
89,0.000246
90,0.001068
91,0.000522
92,0.001068
93,0.021967
94,0.002112
95,0.001068
96,0.002112
97,0.001068
98,0.001068
99,0.000246
