id,left,right
0,397,22
1,156,23
2,7,30
3,11,39
4,283,39
5,448,23
6,15,24
7,448,23
8,397,22
9,473,78
10,397,39
11,42,30
12,7,30
13,473,78
14,397,22
15,1,20
16,1,20
17,72,25
18,78,25
19,473,78
20,473,46
21,397,22
22,156,23
23,397,39
24,20,20
25,156,23
26,473,78
27,31,27
28,448,23
29,448,23
30,10,20
31,23,23
32,10,20
33,473,78
34,17,39
35,397,22
36,473,78
37,96,39
38,473,78
39,59,24
40,218,24
41,473,46
42,448,23
43,283,22
44,49,23
45,47,25
46,473,78
47,448,23
48,65,22
49,397,22
50,473,46
51,473,46
52,6,20
53,32,23
54,3,26
55,473,46
56,448,23
57,96,22
58,397,39
59,6,20
60,122,23
61,65,22
62,448,23
63,47,25
64,397,22
65,473,78
66,511,511
67,448,23
68,397,22
69,473,46
70,448,23
71,448,23
72,5,78
73,473,46
74,397,22
75,853,183
76,49,39
77,100,78
78,853,183
79,448,23
80,473,78
81,283,22
82,448,23
83,19,27
84,156,23
85,397,22
86,42,30
87,39,22
88,47,25
89,120,25
90,60,24
91,42,30
92,397,22
93,42,30
94,473,46
95,12,24
96,448,23
97,473,46
98,283,22
99,283,39
100,397,39
101,156,23
102,853,183
103,448,23
104,11,24
105,473,46
106,66,78
107,473,78
108,473,78
109,49,23
110,21,20
111,448,23
112,473,78
113,22,22
114,283,22
