time, entire-set, r1_l, r1_r, r2_l, r2_r, 
30.0, 0.988889, 1.000000, 0.967742, 0.966667, 1.000000, 
33.0, 0.977778, 1.000000, 0.935484, 0.933333, 1.000000, 
36.0, 0.966667, 1.000000, 0.935484, 0.933333, 1.000000, 
38.0, 0.955556, 1.000000, 0.935484, 0.900000, 1.000000, 
45.0, 0.944444, 1.000000, 0.903226, 0.866667, 1.000000, 
47.0, 0.933333, 1.000000, 0.870968, 0.833333, 1.000000, 
48.0, 0.922222, 1.000000, 0.838710, 0.800000, 1.000000, 
49.0, 0.911111, 0.966667, 0.838710, 0.800000, 1.000000, 
53.0, 0.900000, 0.966667, 0.838710, 0.800000, 1.000000, 
54.0, 0.888889, 0.966667, 0.838710, 0.800000, 1.000000, 
67.0, 0.877778, 0.966667, 0.806452, 0.766667, 1.000000, 
70.0, 0.855556, 0.966667, 0.806452, 0.766667, 0.966667, 
71.0, 0.844444, 0.966667, 0.806452, 0.766667, 0.966667, 
72.0, 0.822222, 0.933333, 0.774194, 0.733333, 0.933333, 
73.0, 0.811111, 0.933333, 0.774194, 0.733333, 0.900000, 
75.0, 0.788889, 0.933333, 0.741935, 0.700000, 0.900000, 
77.0, 0.777778, 0.933333, 0.741935, 0.700000, 0.900000, 
82.0, 0.766667, 0.933333, 0.709677, 0.666667, 0.900000, 
87.0, 0.755556, 0.933333, 0.709677, 0.666667, 0.900000, 
93.0, 0.744444, 0.933333, 0.677419, 0.633333, 0.900000, 
96.0, 0.722222, 0.866667, 0.677419, 0.633333, 0.833333, 
100.0, 0.711111, 0.866667, 0.645161, 0.600000, 0.833333, 
104.0, 0.700000, 0.866667, 0.645161, 0.600000, 0.833333, 
105.0, 0.688889, 0.866667, 0.612903, 0.566667, 0.833333, 
109.0, 0.677778, 0.866667, 0.612903, 0.566667, 0.833333, 
111.0, 0.666667, 0.866667, 0.580645, 0.533333, 0.833333, 
112.0, 0.644444, 0.866667, 0.548387, 0.500000, 0.833333, 
120.0, 0.611111, 0.833333, 0.516129, 0.466667, 0.800000, 
122.0, 0.600000, 0.833333, 0.516129, 0.466667, 0.800000, 
124.0, 0.588889, 0.833333, 0.516129, 0.466667, 0.800000, 
125.0, 0.577778, 0.833333, 0.516129, 0.466667, 0.800000, 
129.0, 0.566667, 0.833333, 0.483871, 0.433333, 0.800000, 
130.0, 0.555556, 0.800000, 0.483871, 0.433333, 0.766667, 
132.0, 0.511111, 0.733333, 0.419355, 0.366667, 0.700000, 
133.0, 0.500000, 0.700000, 0.419355, 0.366667, 0.666667, 
134.0, 0.488889, 0.700000, 0.419355, 0.366667, 0.666667, 
135.0, 0.477778, 0.700000, 0.387097, 0.333333, 0.666667, 
136.0, 0.466667, 0.666667, 0.387097, 0.333333, 0.633333, 
139.0, 0.455556, 0.666667, 0.354839, 0.300000, 0.633333, 
142.0, 0.444444, 0.666667, 0.322581, 0.300000, 0.633333, 
143.0, 0.433333, 0.666667, 0.290323, 0.266667, 0.633333, 
144.0, 0.422222, 0.633333, 0.290323, 0.266667, 0.600000, 
145.0, 0.411111, 0.600000, 0.290323, 0.266667, 0.566667, 
146.0, 0.388889, 0.566667, 0.290323, 0.266667, 0.533333, 
147.0, 0.377778, 0.566667, 0.258065, 0.233333, 0.533333, 
149.0, 0.366667, 0.566667, 0.225806, 0.233333, 0.533333, 
151.0, 0.344444, 0.533333, 0.193548, 0.200000, 0.533333, 
154.0, 0.333333, 0.533333, 0.193548, 0.166667, 0.533333, 
155.0, 0.322222, 0.533333, 0.193548, 0.166667, 0.533333, 
157.0, 0.311111, 0.533333, 0.161290, 0.133333, 0.533333, 
158.0, 0.300000, 0.500000, 0.161290, 0.133333, 0.500000, 
159.0, 0.277778, 0.466667, 0.129032, 0.100000, 0.466667, 
161.0, 0.255556, 0.400000, 0.129032, 0.100000, 0.400000, 
164.0, 0.244444, 0.366667, 0.129032, 0.100000, 0.366667, 
165.0, 0.233333, 0.366667, 0.129032, 0.100000, 0.366667, 
167.0, 0.222222, 0.366667, 0.096774, 0.066667, 0.366667, 
170.0, 0.211111, 0.366667, 0.096774, 0.066667, 0.366667, 
171.0, 0.188889, 0.366667, 0.064516, 0.033333, 0.366667, 

