id,left,right
0,22,33
1,221,114
2,168,95
3,43,95
4,19,95
5,114,33
6,32,49
7,168,95
8,19,95
9,33,95
10,35,33
11,44,33
12,168,95
13,44,33
14,14,33
15,77,38
16,195,104
17,47,114
18,114,33
19,221,114
20,81,42
21,43,95
22,14,33
23,168,95
24,68,33
25,77,38
26,168,95
27,92,42
28,221,114
29,168,95
30,168,95
31,43,95
32,114,33
33,32,49
34,168,95
35,33,33
36,14,33
37,114,33
38,47,114
39,44,33
40,114,33
41,168,95
42,57,114
43,168,95
44,31,33
45,32,49
46,114,33
47,68,114
48,195,104
49,35,33
50,57,114
51,221,114
52,168,95
53,57,114
54,33,33
55,33,95
56,68,114
57,168,95
58,114,33
59,168,95
60,221,114
61,57,114
62,168,95
63,33,33
64,14,33
65,22,33
66,22,33
67,22,42
68,23,33
69,33,33
70,33,95
71,221,114
72,114,33
73,23,33
74,31,33
75,168,95
76,31,33
77,2,33
78,22,33
79,5,33
80,81,42
81,168,95
82,32,49
83,114,33
84,92,42
85,47,114
86,168,95
