attribute,value
cd4,"(-inf, 3.5>"
cd4,"(3.5, 4.25>"
cd4,"(4.25, 4.5>"
cd4,"(4.5, 4.75>"
cd4,"(4.75, 5.75>"
cd4,"(5.75, 6.0>"
cd4,"(6.0, 11.75>"
cd4,"(11.75, 18.75>"
cd4,"(18.75, 19.25>"
cd4,"(19.25, 20.5>"
cd4,"(20.5, 41.25>"
cd4,"(41.25, 44.25>"
cd4,"(44.25, 57.25>"
cd4,"(57.25, 63.25>"
cd4,"(63.25, 67.75>"
cd4,"(67.75, 78.25>"
cd4,"(78.25, 84.75>"
cd4,"(84.75, inf)"
ivdrug,"(-inf, 2.0>"
ivdrug,"(2.0, inf)"
raceth,"(-inf, 1.5>"
raceth,"(1.5, 4.5>"
raceth,"(4.5, inf)"
priorzdv,"(-inf, 3.5>"
priorzdv,"(3.5, 5.5>"
priorzdv,"(5.5, 7.5>"
priorzdv,"(7.5, 9.0>"
priorzdv,"(9.0, 32.5>"
priorzdv,"(32.5, 34.0>"
priorzdv,"(34.0, 36.5>"
priorzdv,"(36.5, 40.5>"
priorzdv,"(40.5, 44.5>"
priorzdv,"(44.5, 61.0>"
priorzdv,"(61.0, 74.0>"
priorzdv,"(74.0, 89.0>"
priorzdv,"(89.0, 93.5>"
priorzdv,"(93.5, 94.0>"
priorzdv,"(94.0, 94.5>"
priorzdv,"(94.5, 95.0>"
priorzdv,"(95.0, 98.5>"
priorzdv,"(98.5, 122.5>"
priorzdv,"(122.5, 230.0>"
priorzdv,"(230.0, inf)"
strat2,"(-inf, 0.5>"
strat2,"(0.5, inf)"
karnof,"(-inf, 85.0>"
karnof,"(85.0, 95.0>"
karnof,"(95.0, inf)"
age,"(-inf, 23.5>"
age,"(23.5, 25.5>"
age,"(25.5, 26.5>"
age,"(26.5, 28.5>"
age,"(28.5, 30.5>"
age,"(30.5, 38.5>"
age,"(38.5, 40.5>"
age,"(40.5, 50.5>"
age,"(50.5, 51.5>"
age,"(51.5, 58.0>"
age,"(58.0, 61.0>"
age,"(61.0, 66.0>"
age,"(66.0, 66.5>"
age,"(66.5, 68.0>"
age,"(68.0, inf)"
sex,"(-inf, 1.5>"
sex,"(1.5, inf)"
txgrp,"(-inf, 1.5>"
txgrp,"(1.5, 2.5>"
txgrp,"(2.5, inf)"
hemophil,"(-inf, 0.5>"
hemophil,"(0.5, inf)"
