time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
0.5, 0.994618, 1.000000, 0.991870, 1.000000, 0.991870, 0.993151, 0.994059, 0.992063, 1.000000, 0.994398, 1.000000, 0.995556, 0.996324, 0.997579, 0.995556, 
2.0, 0.993541, 1.000000, 0.989160, 1.000000, 0.989160, 0.993151, 0.992079, 0.989418, 1.000000, 0.994398, 0.996454, 0.991111, 0.996324, 0.995157, 0.995556, 
4.0, 0.992465, 1.000000, 0.986450, 1.000000, 0.986450, 0.993151, 0.990099, 0.986772, 1.000000, 0.994398, 0.992908, 0.991111, 0.996324, 0.992736, 0.995556, 
6.0, 0.990312, 1.000000, 0.983740, 1.000000, 0.983740, 0.989726, 0.988119, 0.984127, 1.000000, 0.991597, 0.992908, 0.991111, 0.992647, 0.992736, 0.995556, 
8.0, 0.989236, 1.000000, 0.983740, 0.997093, 0.983740, 0.989726, 0.988119, 0.984127, 1.000000, 0.991597, 0.992908, 0.991111, 0.992647, 0.990315, 0.995556, 
10.0, 0.988159, 1.000000, 0.981030, 0.997093, 0.981030, 0.989726, 0.986139, 0.981481, 1.000000, 0.991597, 0.992908, 0.986667, 0.992647, 0.987893, 0.995556, 
12.0, 0.987083, 1.000000, 0.978320, 0.997093, 0.978320, 0.989726, 0.984158, 0.978836, 1.000000, 0.991597, 0.992908, 0.986667, 0.992647, 0.987893, 0.995556, 
14.0, 0.986006, 1.000000, 0.975610, 0.997093, 0.975610, 0.989726, 0.982178, 0.976190, 1.000000, 0.991597, 0.992908, 0.986667, 0.992647, 0.987893, 0.995556, 
16.0, 0.982777, 0.996198, 0.970190, 0.994186, 0.970190, 0.986301, 0.978218, 0.970899, 0.996198, 0.988796, 0.989362, 0.982222, 0.988971, 0.985472, 0.995556, 
18.0, 0.980624, 0.992395, 0.970190, 0.988372, 0.970190, 0.982877, 0.978218, 0.970899, 0.992395, 0.985994, 0.989362, 0.982222, 0.985294, 0.983051, 0.991111, 
19.0, 0.979548, 0.992395, 0.967480, 0.988372, 0.967480, 0.982877, 0.976238, 0.968254, 0.992395, 0.985994, 0.989362, 0.982222, 0.985294, 0.980630, 0.991111, 
21.0, 0.977395, 0.992395, 0.962060, 0.988372, 0.962060, 0.982877, 0.972277, 0.962963, 0.992395, 0.983193, 0.985816, 0.977778, 0.985294, 0.978208, 0.991111, 
26.0, 0.976319, 0.992395, 0.959350, 0.988372, 0.959350, 0.982877, 0.970297, 0.960317, 0.992395, 0.983193, 0.985816, 0.973333, 0.985294, 0.975787, 0.991111, 
