id,left,right
0,148,27
1,25,20
2,258,36
3,140,21
4,111,21
5,258,21
6,74,20
7,140,36
8,36,36
9,28,21
10,111,21
11,29,36
12,13,21
13,148,20
14,111,21
15,51,20
16,258,21
17,111,21
18,64,20
19,64,20
20,111,21
21,6,20
22,65,22
23,148,20
24,1,22
25,148,20
26,64,20
27,111,21
28,5,20
29,154,20
30,51,31
31,25,20
32,28,36
33,64,20
34,36,36
35,140,21
36,14,20
37,22,36
38,258,36
39,28,21
40,258,21
41,258,36
42,25,20
43,74,20
44,17,21
45,111,21
46,258,21
47,51,20
48,17,20
49,148,20
50,28,36
51,20,20
52,22,36
53,154,20
54,7,27
55,258,21
56,148,27
57,258,36
58,17,21
59,46,22
60,140,21
61,258,21
62,30,36
63,74,27
64,140,21
65,111,21
66,28,21
67,113,22
68,36,21
69,140,21
70,28,36
71,45,20
72,154,20
73,27,20
74,62,20
75,74,31
76,29,21
77,74,20
78,258,21
79,17,20
80,148,20
81,35,21
82,31,20
83,35,21
84,51,20
85,6,31
86,258,36
87,111,21
88,17,20
89,154,20
90,17,21
91,17,20
92,29,21
93,35,20
94,64,20
95,148,20
96,51,20
97,5,21
98,46,22
99,140,21
