id,distance,n_actions
0,0.138721,1
1,0.055627,1
2,0.040523,1
3,0.046777,1
4,0.022454,1
5,0.025897,1
6,0.021456,1
7,0.035584,1
8,0.002187,1
9,0.087732,1
10,0.006155,1
11,0.014502,1
12,0.115233,1
13,0.092814,1
14,0.007711,1
15,0.042649,1
16,0.029052,1
17,0.021752,1
18,0.031422,1
19,0.029997,1
20,0.023292,1
21,0.185463,1
22,0.109323,1
23,0.082063,1
24,0.050917,1
25,0.087226,1
26,0.030363,1
27,0.010527,1
28,0.134636,1
29,0.110709,1
30,0.025438,1
31,0.055478,1
32,0.011553,1
33,0.031688,1
34,0.000635,1
35,0.056741,1
36,0.060613,1
37,0.028585,1
38,0.067742,1
39,0.087751,1
40,0.034094,1
41,0.059414,1
42,0.054332,1
43,0.023634,1
44,0.060114,1
45,0.011630,1
46,0.015284,1
47,0.011859,1
48,0.169820,1
49,0.079943,1
50,0.014842,1
51,0.002406,1
52,0.021427,1
53,0.122334,1
54,0.012991,1
55,0.031974,1
56,0.118009,1
57,0.063130,1
58,0.059044,1
59,0.179573,1
60,0.049222,1
61,0.012653,1
62,0.175032,1
63,0.064321,1
64,0.056247,1
65,0.007566,1
66,0.088905,1
67,0.059519,1
68,0.081087,1
69,0.046090,1
70,0.013784,1
71,0.050512,1
72,0.107101,1
73,0.051492,1
74,0.062629,1
75,0.017890,1
76,0.065836,1
77,0.018289,1
78,0.013315,1
79,0.168976,1
80,0.097244,1
81,0.049029,1
82,0.008988,1
83,0.041478,1
84,0.004416,1
85,0.180178,1
86,0.052443,1
87,0.017479,1
88,0.162615,1
89,0.121130,1
90,0.052032,1
91,0.153439,1
92,0.066629,1
93,0.072211,1
94,0.028276,1
95,0.080678,1
96,0.042441,1
97,0.073944,1
98,0.175659,1
99,0.046119,1
