time, entire-set, r1_l, r1_r, r2_l, r2_r, 
30.0, 0.988889, 1.000000, 0.977273, 0.968750, 1.000000, 
33.0, 0.977778, 1.000000, 0.954545, 0.937500, 1.000000, 
36.0, 0.966667, 1.000000, 0.931818, 0.937500, 1.000000, 
38.0, 0.955556, 1.000000, 0.909091, 0.906250, 1.000000, 
45.0, 0.944444, 1.000000, 0.886364, 0.875000, 1.000000, 
48.0, 0.933333, 1.000000, 0.863636, 0.843750, 1.000000, 
49.0, 0.922222, 0.966667, 0.863636, 0.812500, 1.000000, 
53.0, 0.900000, 0.966667, 0.818182, 0.750000, 1.000000, 
54.0, 0.888889, 0.966667, 0.818182, 0.718750, 1.000000, 
55.0, 0.877778, 0.966667, 0.818182, 0.718750, 0.967742, 
67.0, 0.855556, 0.966667, 0.795455, 0.718750, 0.935484, 
70.0, 0.833333, 0.966667, 0.795455, 0.718750, 0.903226, 
71.0, 0.822222, 0.966667, 0.795455, 0.687500, 0.903226, 
72.0, 0.811111, 0.966667, 0.795455, 0.656250, 0.903226, 
73.0, 0.800000, 0.966667, 0.795455, 0.656250, 0.903226, 
75.0, 0.788889, 0.966667, 0.795455, 0.656250, 0.903226, 
77.0, 0.777778, 0.966667, 0.772727, 0.625000, 0.903226, 
82.0, 0.766667, 0.966667, 0.772727, 0.625000, 0.903226, 
87.0, 0.755556, 0.966667, 0.750000, 0.625000, 0.903226, 
88.0, 0.744444, 0.966667, 0.750000, 0.593750, 0.903226, 
96.0, 0.722222, 0.900000, 0.750000, 0.593750, 0.838710, 
97.0, 0.711111, 0.900000, 0.727273, 0.593750, 0.838710, 
100.0, 0.700000, 0.900000, 0.704545, 0.562500, 0.838710, 
104.0, 0.688889, 0.900000, 0.681818, 0.562500, 0.838710, 
105.0, 0.677778, 0.900000, 0.659091, 0.531250, 0.838710, 
109.0, 0.666667, 0.900000, 0.636364, 0.531250, 0.806452, 
111.0, 0.655556, 0.900000, 0.613636, 0.531250, 0.806452, 
112.0, 0.633333, 0.900000, 0.568182, 0.500000, 0.806452, 
120.0, 0.611111, 0.866667, 0.545455, 0.500000, 0.774194, 
122.0, 0.600000, 0.866667, 0.522727, 0.468750, 0.774194, 
125.0, 0.577778, 0.866667, 0.500000, 0.437500, 0.741935, 
129.0, 0.566667, 0.866667, 0.477273, 0.406250, 0.741935, 
130.0, 0.555556, 0.833333, 0.477273, 0.406250, 0.709677, 
132.0, 0.511111, 0.766667, 0.431818, 0.406250, 0.612903, 
133.0, 0.500000, 0.733333, 0.431818, 0.406250, 0.580645, 
134.0, 0.488889, 0.733333, 0.409091, 0.406250, 0.580645, 
135.0, 0.477778, 0.733333, 0.386364, 0.375000, 0.580645, 
136.0, 0.466667, 0.700000, 0.386364, 0.375000, 0.548387, 
139.0, 0.455556, 0.700000, 0.363636, 0.343750, 0.548387, 
143.0, 0.444444, 0.700000, 0.340909, 0.312500, 0.548387, 
144.0, 0.433333, 0.666667, 0.340909, 0.312500, 0.548387, 
145.0, 0.411111, 0.633333, 0.340909, 0.281250, 0.548387, 
146.0, 0.388889, 0.600000, 0.318182, 0.281250, 0.483871, 
147.0, 0.377778, 0.600000, 0.295455, 0.281250, 0.451613, 
149.0, 0.366667, 0.600000, 0.272727, 0.281250, 0.451613, 
151.0, 0.344444, 0.566667, 0.250000, 0.250000, 0.419355, 
154.0, 0.333333, 0.566667, 0.227273, 0.218750, 0.419355, 
155.0, 0.322222, 0.566667, 0.204545, 0.187500, 0.419355, 
157.0, 0.311111, 0.566667, 0.181818, 0.156250, 0.419355, 
158.0, 0.300000, 0.533333, 0.181818, 0.156250, 0.387097, 
159.0, 0.277778, 0.500000, 0.159091, 0.125000, 0.354839, 
161.0, 0.255556, 0.433333, 0.159091, 0.125000, 0.322581, 
163.0, 0.244444, 0.433333, 0.136364, 0.093750, 0.322581, 
165.0, 0.233333, 0.433333, 0.136364, 0.093750, 0.322581, 
167.0, 0.222222, 0.433333, 0.113636, 0.062500, 0.322581, 
170.0, 0.211111, 0.433333, 0.090909, 0.062500, 0.322581, 
171.0, 0.188889, 0.433333, 0.045455, 0.000000, 0.322581, 

