rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 2, 2, 0, 44.6911, 3.0888, 0.0000, 0.0000, 364.0000, 347.0000, 17.0000
r2, 6, 6, 3, 3.4749, 40.5405, 0.0000, 0.0000, 206.0000, 364.0000, -158.0000
r3, 5, 5, 3, 6.6602, 43.1467, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r4, 4, 4, 2, 8.9768, 43.1467, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r5, 2, 2, 1, 12.5483, 45.2703, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r6, 5, 5, 3, 6.2741, 44.8842, 0.0000, 0.0000, 342.0000, 364.0000, -22.0000
r7, 4, 4, 2, 10.0386, 44.8842, 0.0000, 0.0000, 347.0000, 364.0000, -17.0000
r8, 4, 4, 2, 11.5830, 44.8842, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r9, 5, 5, 3, 18.3398, 44.8842, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r10, 5, 5, 3, 25.2896, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r11, 5, 5, 3, 28.5714, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r12, 4, 4, 2, 12.4517, 44.8842, 0.0000, 0.0000, 354.0000, 364.0000, -10.0000
r13, 2, 2, 0, 20.6564, 44.8842, 0.0000, 0.0000, 350.0000, 364.0000, -14.0000
r14, 5, 4, 2, 29.6332, 42.3745, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r15, 3, 3, 0, 40.2510, 4.3436, 0.0000, 0.0000, 364.0000, 347.0000, 17.0000
r16, 4, 4, 2, 37.3552, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r17, 3, 3, 1, 41.5058, 44.8842, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
r18, 1, 1, 0, 48.5521, 45.2703, 0.0000, 0.0000, 355.0000, 364.0000, -9.0000
