time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, r8_l, r8_r, r9_l, r9_r, r10_l, r10_r, r11_l, r11_r, r12_l, r12_r, r13_l, r13_r, r14_l, r14_r, r15_l, r15_r, r16_l, r16_r, r17_l, r17_r, r18_l, r18_r, 
1.0, 0.999035, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.984615, 1.000000, 0.990385, 1.000000, 0.991667, 1.000000, 0.994737, 1.000000, 0.996183, 1.000000, 0.996622, 1.000000, 0.992248, 1.000000, 0.995327, 1.000000, 0.996743, 1.000000, 1.000000, 0.977778, 0.997416, 1.000000, 0.997674, 1.000000, 0.998012, 1.000000, 
2.0, 0.998068, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.984615, 1.000000, 0.990385, 1.000000, 0.991667, 1.000000, 0.994737, 1.000000, 0.996183, 1.000000, 0.996622, 1.000000, 0.984496, 1.000000, 0.995327, 1.000000, 0.993485, 1.000000, 1.000000, 0.977778, 0.994832, 1.000000, 0.995349, 1.000000, 0.996024, 1.000000, 
3.0, 0.998068, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.984615, 1.000000, 0.990385, 1.000000, 0.991667, 1.000000, 0.994737, 1.000000, 0.996183, 1.000000, 0.996622, 1.000000, 0.984496, 1.000000, 0.995327, 1.000000, 0.993485, 1.000000, 1.000000, 0.977778, 0.994832, 1.000000, 0.995349, 1.000000, 0.996024, 1.000000, 
4.0, 0.998068, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.984615, 1.000000, 0.990385, 1.000000, 0.991667, 1.000000, 0.994737, 1.000000, 0.996183, 1.000000, 0.996622, 1.000000, 0.984496, 1.000000, 0.995327, 1.000000, 0.993485, 1.000000, 1.000000, 0.977778, 0.994832, 1.000000, 0.995349, 1.000000, 0.996024, 1.000000, 
7.0, 0.996128, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 1.000000, 0.984615, 1.000000, 0.990385, 1.000000, 0.991667, 1.000000, 0.994737, 1.000000, 0.996183, 1.000000, 0.996622, 1.000000, 0.984496, 1.000000, 0.990654, 1.000000, 0.990228, 1.000000, 1.000000, 0.955556, 0.992248, 1.000000, 0.993018, 1.000000, 0.992040, 1.000000, 
9.0, 0.995158, 1.000000, 1.000000, 1.000000, 1.000000, 0.985507, 1.000000, 0.989247, 1.000000, 0.992308, 1.000000, 0.969231, 1.000000, 0.980769, 1.000000, 0.991667, 1.000000, 0.989474, 1.000000, 0.992352, 1.000000, 0.993243, 1.000000, 0.976744, 1.000000, 0.985981, 1.000000, 0.986971, 1.000000, 1.000000, 0.955556, 0.989664, 1.000000, 0.990687, 1.000000, 0.990048, 1.000000, 
10.0, 0.995158, 1.000000, 1.000000, 1.000000, 1.000000, 0.985507, 1.000000, 0.989247, 1.000000, 0.992308, 1.000000, 0.969231, 1.000000, 0.980769, 1.000000, 0.991667, 1.000000, 0.989474, 1.000000, 0.992352, 1.000000, 0.993243, 1.000000, 0.976744, 1.000000, 0.985981, 1.000000, 0.986971, 1.000000, 1.000000, 0.955556, 0.989664, 1.000000, 0.990687, 1.000000, 0.990048, 1.000000, 
11.0, 0.995158, 1.000000, 1.000000, 1.000000, 1.000000, 0.985507, 1.000000, 0.989247, 1.000000, 0.992308, 1.000000, 0.969231, 1.000000, 0.980769, 1.000000, 0.991667, 1.000000, 0.989474, 1.000000, 0.992352, 1.000000, 0.993243, 1.000000, 0.976744, 1.000000, 0.985981, 1.000000, 0.986971, 1.000000, 1.000000, 0.955556, 0.989664, 1.000000, 0.990687, 1.000000, 0.990048, 1.000000, 
13.0, 0.994186, 1.000000, 1.000000, 1.000000, 1.000000, 0.985507, 1.000000, 0.989247, 1.000000, 0.992308, 1.000000, 0.953598, 1.000000, 0.980769, 1.000000, 0.991667, 1.000000, 0.989474, 1.000000, 0.988505, 1.000000, 0.989853, 1.000000, 0.968930, 1.000000, 0.985981, 1.000000, 0.983703, 1.000000, 1.000000, 0.955556, 0.987073, 1.000000, 0.988350, 1.000000, 0.988052, 1.000000, 
14.0, 0.991270, 1.000000, 0.968750, 0.972222, 1.000000, 0.970798, 1.000000, 0.967506, 1.000000, 0.976803, 1.000000, 0.937965, 1.000000, 0.971059, 1.000000, 0.974859, 1.000000, 0.978891, 1.000000, 0.976966, 1.000000, 0.979684, 1.000000, 0.961116, 1.000000, 0.971896, 1.000000, 0.977166, 1.000000, 1.000000, 0.933333, 0.979301, 1.000000, 0.981341, 1.000000, 0.982063, 1.000000, 
15.0, 0.990299, 1.000000, 0.968750, 0.972222, 1.000000, 0.970798, 1.000000, 0.967506, 1.000000, 0.976803, 1.000000, 0.937965, 1.000000, 0.961348, 1.000000, 0.966455, 1.000000, 0.973600, 1.000000, 0.973120, 1.000000, 0.976294, 1.000000, 0.961116, 1.000000, 0.967201, 1.000000, 0.973898, 1.000000, 1.000000, 0.933333, 0.976710, 1.000000, 0.979004, 1.000000, 0.980067, 1.000000, 
17.0, 0.989327, 1.000000, 0.968750, 0.972222, 1.000000, 0.970798, 1.000000, 0.967506, 1.000000, 0.969050, 1.000000, 0.937965, 1.000000, 0.961348, 1.000000, 0.966455, 1.000000, 0.973600, 1.000000, 0.973120, 1.000000, 0.972904, 1.000000, 0.961116, 1.000000, 0.967201, 1.000000, 0.973898, 1.000000, 1.000000, 0.933333, 0.976710, 1.000000, 0.976668, 1.000000, 0.978071, 1.000000, 
18.0, 0.986406, 1.000000, 0.937500, 0.972222, 1.000000, 0.956089, 1.000000, 0.967506, 1.000000, 0.961298, 1.000000, 0.922333, 1.000000, 0.961348, 1.000000, 0.966455, 1.000000, 0.973600, 1.000000, 0.969274, 1.000000, 0.966124, 1.000000, 0.953302, 1.000000, 0.962506, 1.000000, 0.967362, 1.000000, 1.000000, 0.911111, 0.971529, 1.000000, 0.969658, 1.000000, 0.972083, 1.000000, 
19.0, 0.986406, 1.000000, 0.937500, 0.972222, 1.000000, 0.956089, 1.000000, 0.967506, 1.000000, 0.961298, 1.000000, 0.922333, 1.000000, 0.961348, 1.000000, 0.966455, 1.000000, 0.973600, 1.000000, 0.969274, 1.000000, 0.966124, 1.000000, 0.953302, 1.000000, 0.962506, 1.000000, 0.967362, 1.000000, 1.000000, 0.911111, 0.971529, 1.000000, 0.969658, 1.000000, 0.972083, 1.000000, 
20.0, 0.984456, 1.000000, 0.937500, 0.944444, 1.000000, 0.926671, 1.000000, 0.945764, 1.000000, 0.945793, 1.000000, 0.922333, 1.000000, 0.961348, 1.000000, 0.958051, 1.000000, 0.968308, 1.000000, 0.965427, 1.000000, 0.962734, 1.000000, 0.953302, 1.000000, 0.957810, 1.000000, 0.964094, 1.000000, 1.000000, 0.888889, 0.966347, 1.000000, 0.967322, 1.000000, 0.968091, 1.000000, 
24.0, 0.983481, 1.000000, 0.937500, 0.944444, 1.000000, 0.926671, 1.000000, 0.934893, 1.000000, 0.938041, 1.000000, 0.922333, 1.000000, 0.961348, 1.000000, 0.958051, 1.000000, 0.963017, 1.000000, 0.961581, 1.000000, 0.959344, 1.000000, 0.953302, 1.000000, 0.957810, 1.000000, 0.960826, 1.000000, 1.000000, 0.888889, 0.963757, 1.000000, 0.964985, 1.000000, 0.966095, 1.000000, 
25.0, 0.981532, 1.000000, 0.937500, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.922333, 1.000000, 0.961348, 1.000000, 0.949647, 1.000000, 0.957726, 1.000000, 0.957735, 1.000000, 0.955954, 1.000000, 0.953302, 1.000000, 0.953115, 1.000000, 0.957558, 1.000000, 1.000000, 0.888889, 0.961166, 1.000000, 0.962648, 1.000000, 0.962103, 1.000000, 
26.0, 0.980555, 1.000000, 0.906250, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.952552, 1.000000, 0.945488, 1.000000, 0.948420, 1.000000, 0.954278, 1.000000, 1.000000, 0.866667, 0.958568, 1.000000, 0.960306, 1.000000, 0.960103, 1.000000, 
35.0, 0.979579, 1.000000, 0.906250, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.952552, 1.000000, 0.945488, 1.000000, 0.948420, 1.000000, 0.954278, 1.000000, 1.000000, 0.866667, 0.958568, 1.000000, 0.957964, 1.000000, 0.958102, 1.000000, 
38.0, 0.979579, 1.000000, 0.906250, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.952552, 1.000000, 0.945488, 1.000000, 0.948420, 1.000000, 0.954278, 1.000000, 1.000000, 0.866667, 0.958568, 1.000000, 0.957964, 1.000000, 0.958102, 1.000000, 
39.0, 0.978600, 1.000000, 0.906250, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.949150, 1.000000, 0.945488, 1.000000, 0.948420, 1.000000, 0.954278, 1.000000, 1.000000, 0.866667, 0.958568, 1.000000, 0.955622, 1.000000, 0.956102, 1.000000, 
40.0, 0.978600, 1.000000, 0.906250, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.949150, 1.000000, 0.945488, 1.000000, 0.948420, 1.000000, 0.954278, 1.000000, 1.000000, 0.866667, 0.958568, 1.000000, 0.955622, 1.000000, 0.956102, 1.000000, 
41.0, 0.978600, 1.000000, 0.906250, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.949150, 1.000000, 0.945488, 1.000000, 0.948420, 1.000000, 0.954278, 1.000000, 1.000000, 0.866667, 0.958568, 1.000000, 0.955622, 1.000000, 0.956102, 1.000000, 
42.0, 0.977618, 1.000000, 0.875000, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.949150, 1.000000, 0.937674, 1.000000, 0.943678, 1.000000, 0.950988, 1.000000, 1.000000, 0.844444, 0.955963, 1.000000, 0.953268, 1.000000, 0.954094, 1.000000, 
44.0, 0.976635, 1.000000, 0.875000, 0.916667, 1.000000, 0.911962, 1.000000, 0.924022, 1.000000, 0.930288, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.941243, 1.000000, 0.952405, 1.000000, 0.953873, 1.000000, 0.949150, 1.000000, 0.937674, 1.000000, 0.943678, 1.000000, 0.950988, 1.000000, 1.000000, 0.844444, 0.955963, 1.000000, 0.953268, 1.000000, 0.954094, 1.000000, 
46.0, 0.975653, 1.000000, 0.875000, 0.916667, 1.000000, 0.911962, 1.000000, 0.913151, 1.000000, 0.922471, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.932763, 1.000000, 0.947024, 1.000000, 0.949980, 1.000000, 0.945736, 1.000000, 0.937674, 1.000000, 0.938936, 1.000000, 0.947697, 1.000000, 1.000000, 0.844444, 0.953359, 1.000000, 0.950914, 1.000000, 0.952085, 1.000000, 
47.0, 0.974667, 1.000000, 0.843750, 0.888021, 1.000000, 0.897012, 1.000000, 0.902150, 1.000000, 0.914587, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.924127, 1.000000, 0.941582, 1.000000, 0.946054, 1.000000, 0.942297, 1.000000, 0.937674, 1.000000, 0.934145, 1.000000, 0.944395, 1.000000, 1.000000, 0.822222, 0.950739, 1.000000, 0.948549, 1.000000, 0.950068, 1.000000, 
49.0, 0.974667, 1.000000, 0.843750, 0.888021, 1.000000, 0.897012, 1.000000, 0.902150, 1.000000, 0.914587, 1.000000, 0.906700, 1.000000, 0.951538, 1.000000, 0.924127, 1.000000, 0.941582, 1.000000, 0.946054, 1.000000, 0.942297, 1.000000, 0.937674, 1.000000, 0.934145, 1.000000, 0.944395, 1.000000, 1.000000, 0.822222, 0.950739, 1.000000, 0.948549, 1.000000, 0.950068, 1.000000, 
