id,left,right
0,5,22
1,228,22
2,47,22
3,228,22
4,102,22
5,228,22
6,97,22
7,97,22
8,259,20
9,259,20
10,228,22
11,85,22
12,102,22
13,259,20
14,2,22
15,100,22
16,228,22
17,100,22
18,102,22
19,47,22
20,228,22
21,100,22
22,102,22
23,228,22
24,85,22
25,97,22
26,228,22
27,5,22
28,228,22
29,31,22
30,228,22
31,228,22
32,228,22
33,102,22
34,102,22
35,111,20
36,228,22
37,228,22
38,228,22
39,228,22
40,97,22
41,85,22
42,228,22
43,228,22
44,100,22
45,18,22
46,228,22
47,47,22
48,85,22
49,31,22
50,228,22
51,31,22
52,97,22
53,228,22
54,100,22
55,23,20
56,22,22
57,47,22
58,100,22
59,7,22
60,228,22
61,281,20
62,100,22
63,102,22
64,228,22
65,22,22
66,100,22
67,97,22
68,259,20
69,259,20
70,323,20
71,228,22
72,102,22
73,228,22
74,97,22
75,47,22
76,228,22
77,100,22
78,85,22
79,228,22
80,100,22
81,9,22
82,85,22
83,228,22
84,228,22
85,102,22
86,111,20
