id,left,right
0,113,55
1,37,93
2,26,93
3,61,113
4,61,55
5,26,113
6,37,93
7,61,55
8,29,48
9,282,55
10,206,93
11,34,55
12,206,93
13,61,113
14,34,55
15,39,55
16,113,55
17,282,113
18,206,93
19,206,93
20,282,55
21,32,55
22,113,55
23,37,93
24,206,93
25,26,93
26,282,55
27,61,55
28,113,55
29,20,93
30,113,55
31,16,93
32,32,55
33,32,113
34,35,48
35,206,93
36,255,48
37,282,113
38,39,55
39,61,55
40,282,113
41,37,93
42,113,55
43,16,93
44,39,113
45,55,55
46,255,48
47,206,93
48,282,55
49,9,55
50,282,55
51,113,55
52,282,113
53,113,55
54,206,93
55,282,55
56,113,55
57,113,55
58,31,55
59,206,93
60,34,113
61,31,113
62,282,113
63,61,55
64,206,93
65,282,113
66,255,48
67,61,55
68,43,93
69,282,113
70,61,113
71,255,48
72,35,48
73,206,93
74,206,93
75,61,55
76,206,93
77,37,93
78,31,113
79,282,55
80,34,55
81,28,48
82,206,93
83,206,93
84,32,113
85,16,93
86,37,93
