((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (85.5, 93.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (95.5, 112.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (73.5, 75.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (89.5, 94.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (80.5, 81.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (85.5, 93.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (71.5, 73.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (71.5, 73.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (73.5, 75.5>) -> (age, (-inf, 57.5>)))
((hr, (hr, (87.0, 118.0>) -> (hr, (62.0, 67.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (112.5, 116.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (132.5, inf)) -> (diasbp, (95.5, 112.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((hr, (hr, (125.5, 129.0>) -> (hr, (62.0, 67.5>)))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((sho, (sho, (-inf, 0.5>) -> (sho, (0.5, inf))))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((diasbp, (diasbp, (49.0, 89.5>) -> (diasbp, (95.5, 112.5>)) AND (age, (age, (81.5, 85.5>) -> (age, (-inf, 57.5>)))
((hr, (hr, (87.0, 118.0>) -> (hr, (62.0, 67.5>)))
