rule, nb_conditions, nb_actions, nb_actions_ANY, percent_examples_covered_left_rule, percent_examples_covered_right_rule, percent_examples_covered_left_and_right_rule, pValue_logRank, median_survival_time_left_rule, median_survival_time_right_rule, diff_median_survival_time
r1, 3, 3, 0, 17.8889, 3.3333, 0.0000, 0.0000, 66.0000, 39.0000, 27.0000
r2, 3, 3, 0, 21.2222, 24.3333, 0.0000, 0.0000, 66.0000, 54.0000, 12.0000
r3, 3, 3, 0, 24.5556, 24.3333, 0.0000, 0.0000, 65.0000, 54.0000, 11.0000
r4, 2, 2, 0, 26.3333, 24.0000, 0.0000, 0.0000, 65.0000, 59.0000, 6.0000
r5, 3, 3, 0, 14.7778, 3.5556, 0.0000, 0.0000, 66.0000, 36.0000, 30.0000
r6, 3, 3, 0, 23.0000, 10.3333, 0.0000, 0.0000, 65.0000, 53.0000, 12.0000
r7, 3, 3, 0, 31.3333, 10.3333, 0.0000, 0.0000, 65.0000, 53.0000, 12.0000
r8, 2, 2, 0, 38.3333, 11.1111, 0.0000, 0.0000, 65.0000, 53.0000, 12.0000
r9, 2, 2, 0, 44.0000, 4.1111, 0.0000, 0.0025, 65.0000, 47.0000, 18.0000
r10, 3, 3, 0, 3.3333, 8.0000, 0.0000, 0.0000, 36.0000, 74.0000, -38.0000
r11, 3, 3, 0, 7.7778, 11.4444, 0.0000, 0.0000, 45.0000, 74.0000, -29.0000
r12, 3, 3, 1, 13.3333, 7.2222, 0.0000, 0.0000, 47.0000, 78.0000, -31.0000
r13, 3, 3, 0, 17.0000, 11.6667, 0.0000, 0.0000, 48.0000, 74.0000, -26.0000
r14, 3, 3, 0, 23.8889, 12.8889, 0.0000, 0.0000, 54.0000, 72.0000, -18.0000
r15, 3, 3, 1, 27.8889, 6.8889, 0.0000, 0.0000, 56.0000, 78.0000, -22.0000
r16, 3, 3, 0, 20.3333, 8.1111, 0.0000, 0.0000, 57.0000, 72.0000, -15.0000
r17, 3, 3, 0, 34.8889, 9.7778, 0.0000, 0.0002, 57.0000, 72.0000, -15.0000
r18, 2, 2, 0, 38.2222, 14.8889, 0.0000, 0.0035, 57.0000, 65.0000, -8.0000
r19, 3, 3, 0, 27.5556, 11.6667, 0.0000, 0.0000, 59.0000, 74.0000, -15.0000
r20, 1, 1, 0, 45.1111, 24.8889, 0.0000, 0.0259, 60.0000, 65.0000, -5.0000
r21, 2, 2, 0, 42.3333, 14.6667, 0.0000, 0.0065, 58.0000, 65.0000, -7.0000
r22, 2, 2, 0, 43.1111, 30.7778, 0.0000, 0.0025, 65.0000, 57.0000, 8.0000
