id,left,right
0,18,41
1,123,21
2,18,41
3,47,25
4,17,41
5,17,41
6,18,41
7,14,41
8,14,41
9,43,41
10,34,39
11,35,41
12,47,25
13,12,41
14,16,41
15,43,41
16,17,41
17,29,41
18,18,41
19,18,41
20,18,41
21,58,41
22,166,21
23,47,25
24,67,44
25,31,25
26,35,41
27,18,41
28,96,41
29,35,41
30,18,41
31,43,41
32,27,41
33,15,39
34,47,25
35,35,41
36,105,25
37,71,21
38,123,21
39,27,41
40,17,41
41,2,41
42,183,22
43,5,25
44,35,41
45,58,41
46,71,21
47,3,25
48,28,41
49,96,41
50,4,41
51,71,21
52,18,41
53,58,41
54,15,39
55,183,22
56,14,41
57,137,21
58,18,41
59,183,22
60,183,22
61,137,21
62,58,41
63,15,39
64,28,41
65,96,41
66,5,25
67,183,22
68,51,21
69,123,21
70,183,22
71,71,21
72,35,41
73,12,41
74,13,25
75,105,25
76,96,41
77,5,25
78,183,22
79,96,41
80,183,22
81,26,39
82,183,22
83,56,25
84,18,41
85,166,21
86,58,41
87,51,21
88,137,21
89,12,41
90,183,22
91,47,25
92,105,25
93,71,21
94,137,21
95,183,22
96,71,21
97,183,22
98,183,22
99,51,21
100,51,21
101,183,22
102,183,22
103,51,21
