attribute,value
age,"(-inf, 15.66>"
age,"(15.66, 18.625>"
age,"(18.625, 20.835>"
age,"(20.835, 29.595>"
age,"(29.595, 30.810000000000002>"
age,"(30.810000000000002, 31.235>"
age,"(31.235, 31.965>"
age,"(31.965, 33.760000000000005>"
age,"(33.760000000000005, 35.05>"
age,"(35.05, 36.019999999999996>"
age,"(36.019999999999996, 36.315>"
age,"(36.315, 36.54>"
age,"(36.54, 36.925>"
age,"(36.925, 42.315>"
age,"(42.315, 42.82>"
age,"(42.82, 45.31>"
age,"(45.31, 49.985>"
age,"(49.985, 54.615>"
age,"(54.615, 59.905>"
age,"(59.905, inf)"
medwidsi,{N}
trtgiven,{RT}
trtgiven,{CMT}
extranod,{N}
