id,left,right
0,16,64
1,188,64
2,188,64
3,32,23
4,75,23
5,30,23
6,42,64
7,15,64
8,32,23
9,70,23
10,188,64
11,188,64
12,35,23
13,188,64
14,35,64
15,25,23
16,75,23
17,16,64
18,16,64
19,32,23
20,16,64
21,70,23
22,42,64
23,70,64
24,15,64
25,16,64
26,188,64
27,188,64
28,32,23
29,30,23
30,14,64
31,42,64
32,35,64
33,70,23
34,188,64
35,70,64
36,75,23
37,1,61
38,70,64
39,188,64
40,25,23
41,188,64
42,75,23
43,75,23
44,42,64
45,70,23
46,18,64
47,75,23
48,70,23
49,35,23
50,75,23
51,35,23
52,70,23
53,16,64
54,188,64
55,25,23
56,9,64
57,70,23
58,188,64
59,25,23
60,32,23
61,35,23
62,42,64
63,188,64
64,13,23
65,188,64
66,188,64
67,70,23
68,70,64
69,75,23
70,35,23
71,188,64
72,25,23
73,35,23
74,75,23
75,4,64
76,70,64
77,70,23
78,42,64
79,75,23
80,42,64
81,25,23
82,188,64
83,42,64
84,70,23
85,25,23
