id,left,right
0,122,22
1,2,22
2,107,22
3,14,22
4,32,22
5,5,22
6,149,22
7,14,22
8,7,22
9,149,22
10,149,22
11,0,22
12,11,22
13,3,22
14,149,22
15,107,22
16,149,22
17,32,22
18,25,22
19,107,22
20,39,22
21,122,22
22,47,22
23,32,22
24,20,22
25,3,24
26,11,24
27,12,22
28,7,22
29,39,22
30,1,22
31,12,22
32,3,24
33,149,22
34,12,22
35,0,22
36,122,22
37,122,22
38,107,22
39,122,22
40,15,24
41,32,22
42,149,22
43,15,24
44,122,22
45,22,22
46,14,22
47,14,22
48,149,22
49,7,22
50,6,22
51,149,22
52,47,22
53,149,22
54,11,22
55,22,22
56,3,22
