id,p
0,0.148182
1,0.000878
2,0.000104
3,0.000878
4,0.000878
5,0.003657
6,0.000104
7,0.000878
8,0.023642
9,0.148182
10,0.000000
11,0.023642
12,0.000878
13,0.110084
14,0.000003
15,0.000001
16,0.000182
17,0.000878
18,0.000000
19,0.002310
20,0.000078
21,0.148182
22,0.000878
23,0.000013
24,0.004574
25,0.000182
26,0.000682
27,0.000878
28,0.002310
29,0.002913
30,0.000313
31,0.000000
32,0.000000
33,0.127981
34,0.013163
35,0.148182
36,0.000313
37,0.000000
38,0.000182
39,0.000000
40,0.148182
41,0.000024
42,0.127981
43,0.000878
44,0.000313
45,0.040943
46,0.000407
47,0.148182
48,0.000104
49,0.004574
50,0.000878
51,0.023642
52,0.148182
53,0.000000
54,0.000018
55,0.110084
56,0.005697
57,0.000313
58,0.110084
59,0.127981
60,0.000313
61,0.002913
62,0.000104
63,0.127981
64,0.094304
65,0.002913
66,0.002310
67,0.000000
68,0.000000
69,0.000044
70,0.000104
71,0.001825
72,0.000407
73,0.002310
74,0.000239
75,0.000407
76,0.002913
77,0.000000
78,0.000682
79,0.148182
80,0.000239
81,0.000000
82,0.000000
83,0.000682
84,0.000001
85,0.000313
86,0.048772
