id,left,right
0,45,20
1,375,20
2,19,29
3,21,29
4,375,20
5,375,20
6,117,20
7,71,20
8,9,20
9,146,20
10,0,29
11,63,29
12,375,20
13,256,20
14,40,29
15,117,20
16,71,20
17,2,29
18,117,22
19,375,20
20,41,20
21,45,20
22,78,20
23,40,29
24,375,20
25,19,29
26,68,29
27,375,20
28,375,20
29,5,20
30,7,29
31,43,22
32,40,29
33,256,20
34,114,22
35,57,20
36,21,29
37,45,21
38,375,20
39,16,21
40,212,20
41,100,22
42,256,20
43,68,29
44,41,20
45,63,29
46,76,29
47,212,20
48,132,20
49,375,20
50,375,20
51,49,29
52,146,20
53,45,21
54,132,22
55,256,20
56,96,20
57,132,20
58,256,20
59,256,20
60,76,29
61,375,20
62,132,20
63,256,20
64,4,29
65,5,20
66,375,20
67,40,29
68,2,29
69,1,20
70,117,20
71,375,20
72,19,29
73,57,20
74,68,29
75,7,29
76,375,20
77,4,29
78,375,20
79,146,20
80,19,29
81,45,21
82,46,24
83,375,20
84,21,21
85,4,29
86,6,29
