attribute,value
SensorMeasure2,"(-inf, 536.4449999999999>"
SensorMeasure2,"(536.4449999999999, 549.465>"
SensorMeasure2,"(549.465, 604.52>"
SensorMeasure2,"(604.52, inf)"
SensorMeasure13,"(-inf, 2387.99>"
SensorMeasure13,"(2387.99, 2388.0550000000003>"
SensorMeasure13,"(2388.0550000000003, 2388.0950000000003>"
SensorMeasure13,"(2388.0950000000003, inf)"
SensorMeasure3,"(-inf, 1349.03>"
SensorMeasure3,"(1349.03, 1356.685>"
SensorMeasure3,"(1356.685, 1477.9899999999998>"
SensorMeasure3,"(1477.9899999999998, 1573.6399999999999>"
SensorMeasure3,"(1573.6399999999999, 1581.97>"
SensorMeasure3,"(1581.97, inf)"
SensorMeasure11,"(-inf, 36.504999999999995>"
SensorMeasure11,"(36.504999999999995, 47.055>"
SensorMeasure11,"(47.055, 47.575>"
SensorMeasure11,"(47.575, 47.585>"
SensorMeasure11,"(47.585, inf)"
SensorMeasure8,"(-inf, 2212.005>"
SensorMeasure8,"(2212.005, 2318.67>"
SensorMeasure8,"(2318.67, 2318.875>"
SensorMeasure8,"(2318.875, 2388.065>"
SensorMeasure8,"(2388.065, inf)"
SensorMeasure9,"(-inf, 9056.695>"
SensorMeasure9,"(9056.695, 9063.33>"
SensorMeasure9,"(9063.33, inf)"
SensorMeasure17,"(-inf, 392.5>"
SensorMeasure17,"(392.5, 393.5>"
SensorMeasure17,"(393.5, inf)"
SensorMeasure20,"(-inf, 10.44>"
SensorMeasure20,"(10.44, 39.025000000000006>"
SensorMeasure20,"(39.025000000000006, inf)"
SensorMeasure6,"(-inf, 9.015>"
SensorMeasure6,"(9.015, 9.024999999999999>"
SensorMeasure6,"(9.024999999999999, 13.645>"
SensorMeasure6,"(13.645, inf)"
SensorMeasure14,"(-inf, 8081.71>"
SensorMeasure14,"(8081.71, 8082.885>"
SensorMeasure14,"(8082.885, 8126.875>"
SensorMeasure14,"(8126.875, inf)"
SensorMeasure15,"(-inf, 8.3675>"
SensorMeasure15,"(8.3675, 10.86725>"
SensorMeasure15,"(10.86725, 10.89185>"
SensorMeasure15,"(10.89185, inf)"
SensorMeasure7,"(-inf, 137.66>"
SensorMeasure7,"(137.66, 395.28>"
SensorMeasure7,"(395.28, inf)"
SensorMeasure4,"(-inf, 1036.0700000000002>"
SensorMeasure4,"(1036.0700000000002, inf)"
