id,left,right
0,118,48
1,48,23
2,141,48
3,118,48
4,141,48
5,118,45
6,49,23
7,18,21
8,118,48
9,65,48
10,8,45
11,118,48
12,141,48
13,33,48
14,33,48
15,45,48
16,180,23
17,29,45
18,122,45
19,29,48
20,33,48
21,201,22
22,118,48
23,33,48
24,33,48
25,24,45
26,192,22
27,29,48
28,174,23
29,199,20
30,45,48
31,174,23
32,180,23
33,35,45
34,118,45
35,17,45
36,118,45
37,143,48
38,199,20
39,118,45
40,62,48
41,13,45
42,102,48
43,45,48
44,118,48
45,62,48
46,5,48
47,122,45
48,68,22
49,33,45
50,45,45
51,199,20
52,174,23
53,24,45
54,118,48
55,22,22
56,180,23
57,174,23
58,174,23
59,188,20
60,192,22
61,143,48
62,45,48
63,17,45
64,68,22
65,4,45
66,65,48
67,45,48
68,5,37
69,45,48
70,174,23
71,118,45
72,17,45
73,62,48
74,174,23
75,118,48
76,18,21
77,118,48
78,201,22
79,33,45
80,118,48
81,192,22
82,35,23
83,199,20
84,174,23
85,118,48
86,180,23
87,141,48
88,174,23
89,65,48
90,118,48
91,65,48
92,201,22
93,45,48
94,65,48
95,180,23
96,188,20
97,33,45
98,29,45
99,174,23
100,174,23
101,199,20
102,174,23
