id,left,right
0,9,45
1,192,22
2,17,45
3,174,23
4,79,45
5,118,45
6,201,22
7,68,22
8,58,47
9,65,48
10,63,23
11,174,23
12,124,52
13,33,48
14,18,45
15,45,48
16,45,48
17,14,45
18,141,48
19,29,48
20,33,48
21,199,20
22,63,45
23,33,48
24,18,45
25,8,45
26,16,23
27,29,48
28,131,43
29,174,23
30,16,45
31,131,43
32,180,23
33,16,45
34,118,48
35,18,45
36,118,48
37,201,22
38,174,23
39,63,45
40,28,45
41,18,45
42,18,45
43,19,45
44,9,45
45,62,48
46,4,45
47,79,45
48,15,45
49,33,48
50,45,45
51,174,23
52,131,43
53,14,45
54,9,45
55,5,37
56,33,48
57,131,43
58,131,43
59,49,24
60,192,22
61,201,22
62,45,48
63,11,45
64,22,24
65,1,45
66,65,48
67,45,48
68,10,22
69,45,48
70,131,43
71,58,47
72,11,45
73,62,48
74,131,43
75,174,23
76,68,22
77,46,45
78,34,26
79,33,48
80,63,45
81,65,24
82,35,43
83,174,23
84,131,43
85,118,48
86,9,24
87,275,48
88,131,43
89,65,48
90,118,48
91,65,48
92,34,26
93,8,26
94,65,48
95,128,43
96,49,24
97,33,48
98,101,23
99,131,43
100,131,43
101,174,23
102,131,43
