time, entire-set, r1_l, r1_r, r2_l, r2_r, r3_l, r3_r, r4_l, r4_r, r5_l, r5_r, r6_l, r6_r, r7_l, r7_r, 
1.0, 0.981524, 0.818182, 0.995833, 1.000000, 0.948052, 1.000000, 0.963303, 0.931818, 1.000000, 0.967949, 1.000000, 0.959596, 0.994118, 0.961326, 0.994083, 
2.0, 0.946882, 0.636364, 0.987500, 0.993103, 0.909091, 0.989899, 0.926606, 0.909091, 0.993333, 0.910256, 0.993333, 0.919192, 0.970588, 0.922652, 0.976331, 
3.0, 0.926097, 0.515152, 0.987500, 0.993103, 0.844156, 0.989899, 0.871560, 0.840909, 0.993333, 0.871795, 0.993333, 0.868687, 0.964706, 0.883978, 0.970414, 
4.0, 0.909931, 0.484848, 0.987500, 0.993103, 0.792208, 0.989899, 0.825688, 0.772727, 0.993333, 0.846154, 0.993333, 0.818182, 0.958824, 0.850829, 0.964497, 
5.0, 0.903002, 0.454545, 0.987500, 0.993103, 0.766234, 0.989899, 0.798165, 0.727273, 0.993333, 0.833333, 0.993333, 0.787879, 0.958824, 0.834254, 0.964497, 
6.0, 0.898383, 0.454545, 0.987500, 0.993103, 0.740260, 0.989899, 0.788991, 0.704545, 0.993333, 0.820513, 0.993333, 0.777778, 0.958824, 0.828729, 0.964497, 
7.0, 0.893764, 0.393939, 0.987500, 0.993103, 0.714286, 0.989899, 0.770642, 0.681818, 0.993333, 0.807692, 0.993333, 0.757576, 0.958824, 0.817680, 0.964497, 
8.0, 0.882217, 0.333333, 0.983333, 0.993103, 0.701299, 0.984848, 0.761468, 0.659091, 0.993333, 0.782051, 0.993333, 0.747475, 0.947059, 0.806630, 0.952663, 
9.0, 0.877598, 0.333333, 0.979167, 0.993103, 0.688312, 0.979798, 0.752294, 0.636364, 0.993333, 0.769231, 0.993333, 0.737374, 0.947059, 0.801105, 0.952663, 
10.0, 0.863741, 0.303030, 0.966667, 0.979310, 0.675325, 0.964646, 0.752294, 0.636364, 0.980000, 0.750000, 0.980000, 0.737374, 0.935294, 0.795580, 0.940828, 
11.0, 0.859110, 0.303030, 0.966667, 0.979310, 0.662338, 0.964646, 0.733945, 0.613636, 0.980000, 0.743590, 0.980000, 0.717172, 0.935294, 0.784453, 0.940828, 
12.0, 0.854479, 0.303030, 0.962482, 0.979310, 0.649351, 0.959596, 0.724771, 0.590909, 0.980000, 0.730769, 0.980000, 0.707071, 0.929412, 0.778890, 0.934911, 
