id,distance,n_actions
0,0.051637,3
1,0.038312,2
2,0.030580,1
3,0.009556,1
4,0.034057,3
5,0.038411,3
6,0.010193,1
7,0.031724,2
8,0.001062,1
9,0.038404,3
10,0.030367,1
11,0.047543,2
12,0.033557,3
13,0.038195,3
14,0.022656,2
15,0.031217,1
16,0.030792,1
17,0.040323,2
18,0.033615,2
19,0.030792,1
20,0.018838,3
21,0.033682,2
22,0.031506,2
23,0.030792,1
24,0.036435,1
25,0.030792,1
26,0.036587,3
27,0.038906,3
28,0.036533,2
29,0.033635,2
30,0.001274,1
31,0.039497,3
32,0.034079,3
33,0.021157,3
34,0.037998,2
35,0.027085,2
36,0.036250,2
37,0.025264,3
38,0.048912,2
39,0.033864,2
40,0.002336,1
41,0.046192,3
