id,distance,n_actions
0,0.011230,1
1,0.009626,1
2,0.012299,1
3,0.006952,1
4,0.001604,1
5,0.001604,1
6,0.008021,1
7,0.002139,1
8,0.004278,1
9,0.003209,1
10,0.009626,1
11,0.009091,1
12,0.008556,1
13,0.012834,1
14,0.006417,1
15,0.003743,1
16,0.010695,1
17,0.003743,1
18,0.004813,1
19,0.001604,1
20,0.006952,1
21,0.003209,1
22,0.014973,1
23,0.013369,1
24,0.003209,1
25,0.001604,1
26,0.003743,1
27,0.006952,1
28,0.004813,1
29,0.008556,1
30,0.006417,1
31,0.008556,1
32,0.008556,1
33,0.008021,1
34,0.010695,1
35,0.008021,1
36,0.008556,1
37,0.006952,1
38,0.001070,1
39,0.010160,1
40,0.005348,1
41,0.005348,1
42,0.012299,1
