time, entire-set, r1_l, r1_r, r2_l, r2_r, 
37.0, 0.988889, 1.000000, 1.000000, 0.969697, 1.000000, 
40.0, 0.977778, 1.000000, 1.000000, 0.939394, 1.000000, 
46.0, 0.966667, 1.000000, 0.975610, 0.909091, 1.000000, 
49.0, 0.955556, 1.000000, 0.951220, 0.878788, 1.000000, 
55.0, 0.944444, 1.000000, 0.926829, 0.848485, 1.000000, 
63.0, 0.933333, 1.000000, 0.902439, 0.818182, 1.000000, 
64.0, 0.922222, 1.000000, 0.878049, 0.787879, 1.000000, 
67.0, 0.900000, 1.000000, 0.853659, 0.757576, 0.968750, 
69.0, 0.888889, 1.000000, 0.829268, 0.757576, 0.968750, 
75.0, 0.877778, 1.000000, 0.804878, 0.757576, 0.968750, 
77.0, 0.866667, 0.967742, 0.804878, 0.757576, 0.968750, 
78.0, 0.855556, 0.967742, 0.804878, 0.757576, 0.968750, 
83.0, 0.844444, 0.967742, 0.780488, 0.727273, 0.968750, 
84.0, 0.833333, 0.967742, 0.780488, 0.696970, 0.968750, 
86.0, 0.822222, 0.967742, 0.756098, 0.666667, 0.968750, 
87.0, 0.811111, 0.967742, 0.731707, 0.666667, 0.937500, 
88.0, 0.800000, 0.967742, 0.707317, 0.636364, 0.937500, 
94.0, 0.788889, 0.967742, 0.682927, 0.606061, 0.937500, 
100.0, 0.777778, 0.967742, 0.682927, 0.606061, 0.937500, 
102.0, 0.766667, 0.967742, 0.658537, 0.575758, 0.937500, 
103.0, 0.755556, 0.967742, 0.658537, 0.545455, 0.937500, 
107.0, 0.744444, 0.967742, 0.634146, 0.515152, 0.937500, 
108.0, 0.733333, 0.967742, 0.609756, 0.515152, 0.906250, 
111.0, 0.711111, 0.967742, 0.585366, 0.484848, 0.875000, 
114.0, 0.700000, 0.967742, 0.560976, 0.484848, 0.875000, 
117.0, 0.688889, 0.935484, 0.560976, 0.484848, 0.875000, 
118.0, 0.666667, 0.935484, 0.536585, 0.454545, 0.843750, 
119.0, 0.644444, 0.935484, 0.512195, 0.424242, 0.843750, 
121.0, 0.633333, 0.935484, 0.487805, 0.393939, 0.843750, 
123.0, 0.622222, 0.935484, 0.463415, 0.363636, 0.843750, 
125.0, 0.611111, 0.935484, 0.463415, 0.363636, 0.843750, 
129.0, 0.600000, 0.935484, 0.439024, 0.363636, 0.812500, 
130.0, 0.588889, 0.935484, 0.414634, 0.363636, 0.781250, 
132.0, 0.566667, 0.903226, 0.390244, 0.333333, 0.750000, 
137.0, 0.555556, 0.870968, 0.390244, 0.303030, 0.750000, 
143.0, 0.544444, 0.838710, 0.390244, 0.303030, 0.718750, 
145.0, 0.522222, 0.838710, 0.341463, 0.272727, 0.718750, 
146.0, 0.511111, 0.838710, 0.317073, 0.242424, 0.718750, 
148.0, 0.500000, 0.838710, 0.292683, 0.242424, 0.718750, 
151.0, 0.488889, 0.838710, 0.292683, 0.242424, 0.718750, 
154.0, 0.477778, 0.838710, 0.292683, 0.242424, 0.687500, 
157.0, 0.444444, 0.806452, 0.268293, 0.212121, 0.687500, 
161.0, 0.433333, 0.806452, 0.243902, 0.181818, 0.687500, 
167.0, 0.422222, 0.806452, 0.219512, 0.151515, 0.687500, 
168.0, 0.400000, 0.806452, 0.170732, 0.090909, 0.687500, 
169.0, 0.388889, 0.806452, 0.146341, 0.090909, 0.687500, 
173.0, 0.377778, 0.806452, 0.121951, 0.060606, 0.687500, 
179.0, 0.355556, 0.774194, 0.097561, 0.060606, 0.625000, 
181.0, 0.344444, 0.774194, 0.073171, 0.030303, 0.625000, 
185.0, 0.333333, 0.741935, 0.073171, 0.030303, 0.625000, 
187.0, 0.322222, 0.709677, 0.073171, 0.030303, 0.625000, 
190.0, 0.311111, 0.677419, 0.073171, 0.030303, 0.593750, 
191.0, 0.300000, 0.677419, 0.048780, 0.030303, 0.593750, 
193.0, 0.288889, 0.645161, 0.048780, 0.030303, 0.562500, 
202.0, 0.277778, 0.645161, 0.024390, 0.000000, 0.562500, 
205.0, 0.266667, 0.645161, 0.000000, 0.000000, 0.531250, 
206.0, 0.255556, 0.612903, 0.000000, 0.000000, 0.500000, 
210.0, 0.244444, 0.612903, 0.000000, 0.000000, 0.500000, 
212.0, 0.233333, 0.580645, 0.000000, 0.000000, 0.468750, 
217.0, 0.222222, 0.580645, 0.000000, 0.000000, 0.437500, 
223.0, 0.211111, 0.548387, 0.000000, 0.000000, 0.406250, 
229.0, 0.200000, 0.516129, 0.000000, 0.000000, 0.375000, 

