id,left,right
0,6,68
1,184,24
2,1,68
3,14,68
4,34,22
5,28,68
6,4,68
7,12,22
8,12,22
9,7,68
10,32,68
11,184,24
12,173,24
13,6,68
14,30,41
15,6,68
16,0,68
17,3,68
18,23,68
19,47,24
20,20,68
21,3,68
22,173,24
23,12,68
24,20,68
25,10,68
26,74,24
27,53,68
28,47,24
29,10,24
30,0,68
31,34,41
32,35,81
33,53,68
34,49,24
35,11,68
36,49,24
37,184,24
38,173,24
39,41,68
40,32,68
41,10,68
42,12,68
43,0,68
44,6,68
45,12,68
46,10,81
47,2,68
48,68,24
49,184,24
50,68,24
51,184,24
52,7,68
53,0,68
54,68,24
55,28,68
56,53,68
57,10,68
58,184,24
59,22,68
60,47,24
61,173,24
62,173,24
63,68,24
64,173,24
65,10,68
66,22,68
67,41,68
68,0,68
69,49,24
70,20,68
71,53,68
72,173,24
73,26,24
74,184,24
75,68,24
76,184,24
77,173,24
78,25,81
79,1,68
80,68,24
81,184,24
82,173,24
83,184,24
84,14,68
85,47,24
86,10,68
87,184,24
88,3,68
89,14,68
90,57,81
91,23,68
92,23,68
93,53,68
94,1,68
95,184,24
96,173,24
97,49,24
98,173,24
99,47,24
100,184,24
101,2,41
102,173,24
